#ALMA_B3
#photon
# Top hat filter at 2.6-3.6mm

2.6E+07			0.0
2.62111867E+07		1.0
2.62282506E+07		1.0
2.62907781E+07		1.0
2.62929775E+07		1.0
2.65247737E+07		1.0
2.67170528E+07		1.0
2.68875962E+07  	1.0
2.69893736E+07  	1.0
2.70323917E+07  	1.0
2.70926333E+07  	1.0
2.72376614E+07  	1.0
2.72613164E+07  	1.0
2.72619056E+07  	1.0
2.73133506E+07  	1.0
2.73383194E+07  	1.0
2.75530005E+07  	1.0
2.76460491E+07  	1.0
2.76652777E+07  	1.0
2.76820717E+07  	1.0
2.77371308E+07  	1.0
2.77414211E+07  	1.0
2.77772953E+07  	1.0
2.79000834E+07  	1.0
2.80418781E+07  	1.0
2.80464899E+07  	1.0
2.81437087E+07  	1.0
2.83416416E+07  	1.0
2.83728986E+07  	1.0
2.83983993E+07  	1.0
2.85494392E+07  	1.0
2.85761718E+07  	1.0
2.86707638E+07  	1.0
2.90725584E+07  	1.0
2.92344698E+07  	1.0
2.93301635E+07  	1.0
2.93579235E+07  	1.0
2.93862112E+07  	1.0
2.94398105E+07  	1.0
2.95227035E+07  	1.0
2.95247207E+07  	1.0
2.95634894E+07  	1.0
2.99224226E+07  	1.0
3.03718273E+07  	1.0
3.04577841E+07  	1.0
3.05554284E+07  	1.0
3.05820444E+07  	1.0
3.06826746E+07  	1.0
3.07116926E+07  	1.0
3.07551544E+07  	1.0
3.09767655E+07  	1.0
3.12181785E+07  	1.0
3.13544184E+07  	1.0
3.14275286E+07  	1.0
3.15646681E+07  	1.0
3.18241599E+07  	1.0
3.18956054E+07  	1.0
3.22470450E+07  	1.0
3.23684053E+07  	1.0
3.24300279E+07  	1.0
3.25410597E+07  	1.0
3.26774556E+07  	1.0
3.27325767E+07  	1.0
3.27710871E+07  	1.0
3.27972250E+07  	1.0
3.27974977E+07  	1.0
3.30063955E+07  	1.0
3.31456715E+07  	1.0
3.32268313E+07  	1.0
3.32507097E+07  	1.0
3.34728712E+07  	1.0
3.35509126E+07  	1.0
3.35997661E+07  	1.0
3.38141845E+07  	1.0
3.39185229E+07  	1.0
3.39395132E+07  	1.0
3.39729615E+07  	1.0
3.40774147E+07  	1.0
3.43652138E+07  	1.0
3.43898195E+07  	1.0
3.44026478E+07  	1.0
3.46195678E+07  	1.0
3.46918440E+07  	1.0
3.46937507E+07  	1.0
3.47838708E+07  	1.0
3.48769788E+07  	1.0
3.49019810E+07  	1.0
3.51298808E+07  	1.0
3.52668146E+07  	1.0
3.53274467E+07  	1.0
3.53703372E+07  	1.0
3.54653910E+07  	1.0
3.55373715E+07  	1.0
3.57594141E+07  	1.0
3.57762420E+07  	1.0
3.58105126E+07  	1.0
3.58140929E+07  	1.0
3.58331194E+07		1.0
3.58402174E+07		1.0
3.58452145E+07		1.0
3.58817865E+07		1.0
3.6E+07			0.0



