# redshift	D_L [Mpc]	Age [yr]
2.06688025e-04	8.80308292e-01	1.37507588e+10
2.11020343e-04	8.98763235e-01	1.37506986e+10
2.15443469e-04	9.17605137e-01	1.37506372e+10
2.19959307e-04	9.36842114e-01	1.37505745e+10
2.24569800e-04	9.56482454e-01	1.37505105e+10
2.29276931e-04	9.76534617e-01	1.37504451e+10
2.34082728e-04	9.97007242e-01	1.37503784e+10
2.38989257e-04	1.01790915e+00	1.37503103e+10
2.43998630e-04	1.03924934e+00	1.37502407e+10
2.49113003e-04	1.06103701e+00	1.37501697e+10
2.54334576e-04	1.08328155e+00	1.37500972e+10
2.59665597e-04	1.10599254e+00	1.37500232e+10
2.65108360e-04	1.12917977e+00	1.37499476e+10
2.70665207e-04	1.15285322e+00	1.37498705e+10
2.76338529e-04	1.17702310e+00	1.37497917e+10
2.82130768e-04	1.20169982e+00	1.37497113e+10
2.88044415e-04	1.22689402e+00	1.37496292e+10
2.94082017e-04	1.25261654e+00	1.37495454e+10
3.00246171e-04	1.27887849e+00	1.37494598e+10
3.06539530e-04	1.30569117e+00	1.37493724e+10
3.12964801e-04	1.33306613e+00	1.37492832e+10
3.19524751e-04	1.36101518e+00	1.37491922e+10
3.26222201e-04	1.38955037e+00	1.37490992e+10
3.33060034e-04	1.41868398e+00	1.37490042e+10
3.40041193e-04	1.44842858e+00	1.37489073e+10
3.47168682e-04	1.47879699e+00	1.37488084e+10
3.54445567e-04	1.50980229e+00	1.37487074e+10
3.61874981e-04	1.54145786e+00	1.37486042e+10
3.69460121e-04	1.57377733e+00	1.37484989e+10
3.77204249e-04	1.60677465e+00	1.37483914e+10
3.85110700e-04	1.64046402e+00	1.37482817e+10
3.93182876e-04	1.67485999e+00	1.37481696e+10
4.01424249e-04	1.70997738e+00	1.37480552e+10
4.09838367e-04	1.74583132e+00	1.37479384e+10
4.18428851e-04	1.78243728e+00	1.37478192e+10
4.27199397e-04	1.81981104e+00	1.37476974e+10
4.36153779e-04	1.85796872e+00	1.37475731e+10
4.45295851e-04	1.89692677e+00	1.37474462e+10
4.54629547e-04	1.93670199e+00	1.37473167e+10
4.64158883e-04	1.97731153e+00	1.37471844e+10
4.73887961e-04	2.01877291e+00	1.37470494e+10
4.83820966e-04	2.06110401e+00	1.37469115e+10
4.93962174e-04	2.10432309e+00	1.37467708e+10
5.04315949e-04	2.14844879e+00	1.37466271e+10
5.14886745e-04	2.19350014e+00	1.37464803e+10
5.25679112e-04	2.23949658e+00	1.37463306e+10
5.36697695e-04	2.28645794e+00	1.37461776e+10
5.47947234e-04	2.33440450e+00	1.37460215e+10
5.59432571e-04	2.38335694e+00	1.37458621e+10
5.71158648e-04	2.43333637e+00	1.37456994e+10
5.83130511e-04	2.48436436e+00	1.37455332e+10
5.95353313e-04	2.53646294e+00	1.37453636e+10
6.07832313e-04	2.58965458e+00	1.37451904e+10
6.20572881e-04	2.64396224e+00	1.37450136e+10
6.33580499e-04	2.69940936e+00	1.37448331e+10
6.46860766e-04	2.75601988e+00	1.37446488e+10
6.60419396e-04	2.81381822e+00	1.37444607e+10
6.74262224e-04	2.87282933e+00	1.37442686e+10
6.88395207e-04	2.93307870e+00	1.37440725e+10
7.02824426e-04	2.99459233e+00	1.37438723e+10
7.17556092e-04	3.05739678e+00	1.37436679e+10
7.32596543e-04	3.12151916e+00	1.37434592e+10
7.47952252e-04	3.18698718e+00	1.37432462e+10
7.63629826e-04	3.25382910e+00	1.37430286e+10
7.79636013e-04	3.32207379e+00	1.37428066e+10
7.95977700e-04	3.39175072e+00	1.37425799e+10
8.12661920e-04	3.46288999e+00	1.37423484e+10
8.29695852e-04	3.53552234e+00	1.37421121e+10
8.47086827e-04	3.60967913e+00	1.37418708e+10
8.64842328e-04	3.68539241e+00	1.37416245e+10
8.82969996e-04	3.76269490e+00	1.37413730e+10
9.01477631e-04	3.84161999e+00	1.37411163e+10
9.20373200e-04	3.92220180e+00	1.37408542e+10
9.39664831e-04	4.00447515e+00	1.37405866e+10
9.59360829e-04	4.08847561e+00	1.37403134e+10
9.79469667e-04	4.17423948e+00	1.37400345e+10
1.00000000e-03	4.26180384e+00	1.37397497e+10
1.02096066e-03	4.35120656e+00	1.37394590e+10
1.04236067e-03	4.44248628e+00	1.37391622e+10
1.06420924e-03	4.53568249e+00	1.37388592e+10
1.08651577e-03	4.63083549e+00	1.37385499e+10
1.10928986e-03	4.72798643e+00	1.37382341e+10
1.13254132e-03	4.82717735e+00	1.37379116e+10
1.15628013e-03	4.92845115e+00	1.37375824e+10
1.18051653e-03	5.03185165e+00	1.37372464e+10
1.20526094e-03	5.13742359e+00	1.37369033e+10
1.23052400e-03	5.24521268e+00	1.37365530e+10
1.25631660e-03	5.35526555e+00	1.37361954e+10
1.28264983e-03	5.46762985e+00	1.37358303e+10
1.30953502e-03	5.58235422e+00	1.37354576e+10
1.33698374e-03	5.69948834e+00	1.37350770e+10
1.36500781e-03	5.81908293e+00	1.37346886e+10
1.39361927e-03	5.94118978e+00	1.37342919e+10
1.42283046e-03	6.06586180e+00	1.37338870e+10
1.45265393e-03	6.19315298e+00	1.37334736e+10
1.48310251e-03	6.32311848e+00	1.37330516e+10
1.51418933e-03	6.45581462e+00	1.37326207e+10
1.54592774e-03	6.59129890e+00	1.37321809e+10
1.57833141e-03	6.72963006e+00	1.37317318e+10
1.61141428e-03	6.87086806e+00	1.37312734e+10
1.64519059e-03	7.01507415e+00	1.37308053e+10
1.67967487e-03	7.16231086e+00	1.37303275e+10
1.71488197e-03	7.31264205e+00	1.37298396e+10
1.75082703e-03	7.46613293e+00	1.37293416e+10
1.78752553e-03	7.62285011e+00	1.37288332e+10
1.82499324e-03	7.78286159e+00	1.37283141e+10
1.86324631e-03	7.94623681e+00	1.37277842e+10
1.90230119e-03	8.11304669e+00	1.37272432e+10
1.94217468e-03	8.28336368e+00	1.37266909e+10
1.98288395e-03	8.45726171e+00	1.37261270e+10
2.02444651e-03	8.63481633e+00	1.37255514e+10
2.06688025e-03	8.81610467e+00	1.37249637e+10
2.11020343e-03	9.00120550e+00	1.37243637e+10
2.15443469e-03	9.19019927e+00	1.37237513e+10
2.19959307e-03	9.38316812e+00	1.37231260e+10
2.24569800e-03	9.58019596e+00	1.37224876e+10
2.29276931e-03	9.78136847e+00	1.37218359e+10
2.34082728e-03	9.98677315e+00	1.37211706e+10
2.38989257e-03	1.01964994e+01	1.37204914e+10
2.43998630e-03	1.04106384e+01	1.37197980e+10
2.49113003e-03	1.06292834e+01	1.37190901e+10
2.54334576e-03	1.08525296e+01	1.37183675e+10
2.59665597e-03	1.10804742e+01	1.37176297e+10
2.65108360e-03	1.13132165e+01	1.37168765e+10
2.70665207e-03	1.15508579e+01	1.37161076e+10
2.76338529e-03	1.17935019e+01	1.37153227e+10
2.82130768e-03	1.20412544e+01	1.37145214e+10
2.88044415e-03	1.22942234e+01	1.37137033e+10
2.94082017e-03	1.25525191e+01	1.37128682e+10
3.00246171e-03	1.28162543e+01	1.37120156e+10
3.06539530e-03	1.30855441e+01	1.37111452e+10
3.12964801e-03	1.33605059e+01	1.37102567e+10
3.19524751e-03	1.36412600e+01	1.37093496e+10
3.26222201e-03	1.39279288e+01	1.37084236e+10
3.33060034e-03	1.42206376e+01	1.37074783e+10
3.40041193e-03	1.45195145e+01	1.37065133e+10
3.47168682e-03	1.48246899e+01	1.37055281e+10
3.54445567e-03	1.51362975e+01	1.37045224e+10
3.61874981e-03	1.54544734e+01	1.37034957e+10
3.69460121e-03	1.57793570e+01	1.37024476e+10
3.77204249e-03	1.61110904e+01	1.37013776e+10
3.85110700e-03	1.64498190e+01	1.37002854e+10
3.93182876e-03	1.67956912e+01	1.36991704e+10
4.01424249e-03	1.71488584e+01	1.36980321e+10
4.09838367e-03	1.75094755e+01	1.36968701e+10
4.18428851e-03	1.78777008e+01	1.36956839e+10
4.27199397e-03	1.82536957e+01	1.36944730e+10
4.36153779e-03	1.86376252e+01	1.36932368e+10
4.45295851e-03	1.90296581e+01	1.36919749e+10
4.54629547e-03	1.94299663e+01	1.36906867e+10
4.64158883e-03	1.98387260e+01	1.36893717e+10
4.73887961e-03	2.02561168e+01	1.36880293e+10
4.83820966e-03	2.06823222e+01	1.36866590e+10
4.93962174e-03	2.11175299e+01	1.36852601e+10
5.04315949e-03	2.15619313e+01	1.36838321e+10
5.14886745e-03	2.20157224e+01	1.36823744e+10
5.25679112e-03	2.24791029e+01	1.36808864e+10
5.36697695e-03	2.29522773e+01	1.36793674e+10
5.47947234e-03	2.34354541e+01	1.36778168e+10
5.59432571e-03	2.39288467e+01	1.36762340e+10
5.71158648e-03	2.44326729e+01	1.36746182e+10
5.83130511e-03	2.49471552e+01	1.36729689e+10
5.95353313e-03	2.54725211e+01	1.36712853e+10
6.07832313e-03	2.60090029e+01	1.36695667e+10
6.20572881e-03	2.65568380e+01	1.36678123e+10
6.33580499e-03	2.71162689e+01	1.36660216e+10
6.46860766e-03	2.76875434e+01	1.36641936e+10
6.60419396e-03	2.82709148e+01	1.36623277e+10
6.74262224e-03	2.88666418e+01	1.36604230e+10
6.88395207e-03	2.94749887e+01	1.36584787e+10
7.02824426e-03	3.00962258e+01	1.36564942e+10
7.17556092e-03	3.07306290e+01	1.36544684e+10
7.32596543e-03	3.13784804e+01	1.36524006e+10
7.47952252e-03	3.20400683e+01	1.36502899e+10
7.63629826e-03	3.27156872e+01	1.36481355e+10
7.79636013e-03	3.34056382e+01	1.36459364e+10
7.95977700e-03	3.41102288e+01	1.36436917e+10
8.12661920e-03	3.48297734e+01	1.36414004e+10
8.29695852e-03	3.55645933e+01	1.36390617e+10
8.47086827e-03	3.63150167e+01	1.36366746e+10
8.64842328e-03	3.70813793e+01	1.36342380e+10
8.82969996e-03	3.78640240e+01	1.36317510e+10
9.01477631e-03	3.86633013e+01	1.36292125e+10
9.20373200e-03	3.94795695e+01	1.36266215e+10
9.39664831e-03	4.03131946e+01	1.36239768e+10
9.59360829e-03	4.11645509e+01	1.36212775e+10
9.79469667e-03	4.20340211e+01	1.36185224e+10
1.00000000e-02	4.29219959e+01	1.36157103e+10
1.02096066e-02	4.38288753e+01	1.36128401e+10
1.04236067e-02	4.47550676e+01	1.36099106e+10
1.06420924e-02	4.57009906e+01	1.36069206e+10
1.08651577e-02	4.66670711e+01	1.36038689e+10
1.10928986e-02	4.76537457e+01	1.36007543e+10
1.13254132e-02	4.86614604e+01	1.35975753e+10
1.15628013e-02	4.96906714e+01	1.35943308e+10
1.18051653e-02	5.07418450e+01	1.35910194e+10
1.20526094e-02	5.18154580e+01	1.35876398e+10
1.23052400e-02	5.29119979e+01	1.35841905e+10
1.25631660e-02	5.40319629e+01	1.35806702e+10
1.28264983e-02	5.51758628e+01	1.35770774e+10
1.30953502e-02	5.63442184e+01	1.35734106e+10
1.33698374e-02	5.75375627e+01	1.35696685e+10
1.36500781e-02	5.87564403e+01	1.35658493e+10
1.39361927e-02	6.00014083e+01	1.35619517e+10
1.42283046e-02	6.12730364e+01	1.35579740e+10
1.45265393e-02	6.25719073e+01	1.35539146e+10
1.48310251e-02	6.38986165e+01	1.35497719e+10
1.51418933e-02	6.52537735e+01	1.35455441e+10
1.54592774e-02	6.66380015e+01	1.35412296e+10
1.57833141e-02	6.80519376e+01	1.35368267e+10
1.61141428e-02	6.94962339e+01	1.35323335e+10
1.64519059e-02	7.09715570e+01	1.35277484e+10
1.67967487e-02	7.24785890e+01	1.35230693e+10
1.71488197e-02	7.40180275e+01	1.35182945e+10
1.75082703e-02	7.55905860e+01	1.35134220e+10
1.78752553e-02	7.71969947e+01	1.35084499e+10
1.82499324e-02	7.88380003e+01	1.35033763e+10
1.86324631e-02	8.05143668e+01	1.34981990e+10
1.90230119e-02	8.22268760e+01	1.34929161e+10
1.94217468e-02	8.39763275e+01	1.34875254e+10
1.98288395e-02	8.57635396e+01	1.34820249e+10
2.02444651e-02	8.75893495e+01	1.34764122e+10
2.06688025e-02	8.94546140e+01	1.34706853e+10
2.11020343e-02	9.13602097e+01	1.34648419e+10
2.15443469e-02	9.33070337e+01	1.34588796e+10
2.19959307e-02	9.52960040e+01	1.34527961e+10
2.24569800e-02	9.73280602e+01	1.34465891e+10
2.29276931e-02	9.94041638e+01	1.34402561e+10
2.34082728e-02	1.01525299e+02	1.34337947e+10
2.38989257e-02	1.03692473e+02	1.34272022e+10
2.43998630e-02	1.05906717e+02	1.34204763e+10
2.49113003e-02	1.08169087e+02	1.34136142e+10
2.54334576e-02	1.10480662e+02	1.34066134e+10
2.59665597e-02	1.12842550e+02	1.33994711e+10
2.65108360e-02	1.15255881e+02	1.33921845e+10
2.70665207e-02	1.17721816e+02	1.33847509e+10
2.76338529e-02	1.20241542e+02	1.33771675e+10
2.82130768e-02	1.22816273e+02	1.33694313e+10
2.88044415e-02	1.25447254e+02	1.33615393e+10
2.94082017e-02	1.28135760e+02	1.33534887e+10
3.00246171e-02	1.30883096e+02	1.33452763e+10
3.06539530e-02	1.33690597e+02	1.33368990e+10
3.12964801e-02	1.36559633e+02	1.33283537e+10
3.19524751e-02	1.39491605e+02	1.33196372e+10
3.26222201e-02	1.42487950e+02	1.33107461e+10
3.33060034e-02	1.45550138e+02	1.33016773e+10
3.40041193e-02	1.48679676e+02	1.32924273e+10
3.47168682e-02	1.51878107e+02	1.32829926e+10
3.54445567e-02	1.55147012e+02	1.32733699e+10
3.61874981e-02	1.58488012e+02	1.32635555e+10
3.69460121e-02	1.61902766e+02	1.32535458e+10
3.77204249e-02	1.65392975e+02	1.32433372e+10
3.85110700e-02	1.68960382e+02	1.32329259e+10
3.93182876e-02	1.72606773e+02	1.32223082e+10
4.01424249e-02	1.76333978e+02	1.32114802e+10
4.09838367e-02	1.80143873e+02	1.32004381e+10
4.18428851e-02	1.84038380e+02	1.31891778e+10
4.27199397e-02	1.88019470e+02	1.31776953e+10
4.36153779e-02	1.92089163e+02	1.31659865e+10
4.45295851e-02	1.96249531e+02	1.31540473e+10
4.54629547e-02	2.00502695e+02	1.31418734e+10
4.64158883e-02	2.04850832e+02	1.31294606e+10
4.73887961e-02	2.09296175e+02	1.31168045e+10
4.83820966e-02	2.13841010e+02	1.31039008e+10
4.93962174e-02	2.18487685e+02	1.30907448e+10
5.04315949e-02	2.23238605e+02	1.30773321e+10
5.14886745e-02	2.28096239e+02	1.30636581e+10
5.25679112e-02	2.33063116e+02	1.30497181e+10
5.36697695e-02	2.38141834e+02	1.30355074e+10
5.47947234e-02	2.43335054e+02	1.30210210e+10
5.59432571e-02	2.48645508e+02	1.30062543e+10
5.71158648e-02	2.54075998e+02	1.29912022e+10
5.83130511e-02	2.59629399e+02	1.29758597e+10
5.95353313e-02	2.65308660e+02	1.29602217e+10
6.07832313e-02	2.71116809e+02	1.29442832e+10
6.20572881e-02	2.77056949e+02	1.29280388e+10
6.33580499e-02	2.83132269e+02	1.29114833e+10
6.46860766e-02	2.89346038e+02	1.28946115e+10
6.60419396e-02	2.95701614e+02	1.28774177e+10
6.74262224e-02	3.02202441e+02	1.28598967e+10
6.88395207e-02	3.08852057e+02	1.28420428e+10
7.02824426e-02	3.15654092e+02	1.28238504e+10
7.17556092e-02	3.22612271e+02	1.28053140e+10
7.32596543e-02	3.29730423e+02	1.27864276e+10
7.47952252e-02	3.37012474e+02	1.27671856e+10
7.63629826e-02	3.44462460e+02	1.27475821e+10
7.79636013e-02	3.52084521e+02	1.27276111e+10
7.95977700e-02	3.59882912e+02	1.27072667e+10
8.12661920e-02	3.67862000e+02	1.26865428e+10
8.29695852e-02	3.76026273e+02	1.26654334e+10
8.47086827e-02	3.84380339e+02	1.26439322e+10
8.64842328e-02	3.92928931e+02	1.26220331e+10
8.82969996e-02	4.01676912e+02	1.25997298e+10
9.01477631e-02	4.10629277e+02	1.25770159e+10
9.20373200e-02	4.19791157e+02	1.25538851e+10
9.39664831e-02	4.29167826e+02	1.25303309e+10
9.59360829e-02	4.38764702e+02	1.25063470e+10
9.79469667e-02	4.48587350e+02	1.24819267e+10
1.00000000e-01	4.58641493e+02	1.24570635e+10
1.02096066e-01	4.68933008e+02	1.24317507e+10
1.04236067e-01	4.79467939e+02	1.24059818e+10
1.06420924e-01	4.90252495e+02	1.23797501e+10
1.08651577e-01	5.01293059e+02	1.23530487e+10
1.10928986e-01	5.12596192e+02	1.23258711e+10
1.13254132e-01	5.24168639e+02	1.22982104e+10
1.15628013e-01	5.36017333e+02	1.22700597e+10
1.18051653e-01	5.48149402e+02	1.22414123e+10
1.20526094e-01	5.60572175e+02	1.22122613e+10
1.23052400e-01	5.73293187e+02	1.21825999e+10
1.25631660e-01	5.86320186e+02	1.21524212e+10
1.28264983e-01	5.99661138e+02	1.21217182e+10
1.30953502e-01	6.13324236e+02	1.20904842e+10
1.33698374e-01	6.27317904e+02	1.20587122e+10
1.36500781e-01	6.41650806e+02	1.20263954e+10
1.39361927e-01	6.56331853e+02	1.19935268e+10
1.42283046e-01	6.71370209e+02	1.19600997e+10
1.45265393e-01	6.86775300e+02	1.19261071e+10
1.48310251e-01	7.02556822e+02	1.18915424e+10
1.51418933e-01	7.18724746e+02	1.18563987e+10
1.54592774e-01	7.35289332e+02	1.18206692e+10
1.57833141e-01	7.52261131e+02	1.17843474e+10
1.61141428e-01	7.69650998e+02	1.17474265e+10
1.64519059e-01	7.87470102e+02	1.17098999e+10
1.67967487e-01	8.05729930e+02	1.16717612e+10
1.71488197e-01	8.24442301e+02	1.16330039e+10
1.75082703e-01	8.43619376e+02	1.15936216e+10
1.78752553e-01	8.63273663e+02	1.15536080e+10
1.82499324e-01	8.83418036e+02	1.15129570e+10
1.86324631e-01	9.04065735e+02	1.14716623e+10
1.90230119e-01	9.25230386e+02	1.14297181e+10
1.94217468e-01	9.46926008e+02	1.13871185e+10
1.98288395e-01	9.69167024e+02	1.13438577e+10
2.02444651e-01	9.91968276e+02	1.12999301e+10
2.06688025e-01	1.01534503e+03	1.12553303e+10
2.11020343e-01	1.03931300e+03	1.12100530e+10
2.15443469e-01	1.06388836e+03	1.11640929e+10
2.19959307e-01	1.08908772e+03	1.11174452e+10
2.24569800e-01	1.11492822e+03	1.10701051e+10
2.29276931e-01	1.14142744e+03	1.10220679e+10
2.34082728e-01	1.16860352e+03	1.09733293e+10
2.38989257e-01	1.19647508e+03	1.09238851e+10
2.43998630e-01	1.22506131e+03	1.08737314e+10
2.49113003e-01	1.25438193e+03	1.08228645e+10
2.54334576e-01	1.28445723e+03	1.07712809e+10
2.59665597e-01	1.31530810e+03	1.07189775e+10
2.65108360e-01	1.34695601e+03	1.06659513e+10
2.70665207e-01	1.37942307e+03	1.06121997e+10
2.76338529e-01	1.41273200e+03	1.05577204e+10
2.82130768e-01	1.44690617e+03	1.05025113e+10
2.88044415e-01	1.48196963e+03	1.04465708e+10
2.94082017e-01	1.51794713e+03	1.03898976e+10
3.00246171e-01	1.55486408e+03	1.03324906e+10
3.06539530e-01	1.59274665e+03	1.02743491e+10
3.12964801e-01	1.63162174e+03	1.02154730e+10
3.19524751e-01	1.67151701e+03	1.01558623e+10
3.26222201e-01	1.71246089e+03	1.00955176e+10
3.33060034e-01	1.75448264e+03	1.00344398e+10
3.40041193e-01	1.79761231e+03	9.97263021e+09
3.47168682e-01	1.84188080e+03	9.91009073e+09
3.54445567e-01	1.88731988e+03	9.84682359e+09
3.61874981e-01	1.93396221e+03	9.78283151e+09
3.69460121e-01	1.98184133e+03	9.71811768e+09
3.77204249e-01	2.03099173e+03	9.65268580e+09
3.85110700e-01	2.08144884e+03	9.58654007e+09
3.93182876e-01	2.13324908e+03	9.51968518e+09
4.01424249e-01	2.18642984e+03	9.45212637e+09
4.09838367e-01	2.24102956e+03	9.38386940e+09
4.18428851e-01	2.29708769e+03	9.31492058e+09
4.27199397e-01	2.35464477e+03	9.24528679e+09
4.36153779e-01	2.41374242e+03	9.17497546e+09
