# redshift	D_L [Mpc]	Age [yr]
4.45295851e-01	2.47442340e+03	9.10399459e+09
4.54629547e-01	2.53673157e+03	9.03235277e+09
4.64158883e-01	2.60071201e+03	8.96005919e+09
4.73887961e-01	2.66641093e+03	8.88712363e+09
4.83820966e-01	2.73387582e+03	8.81355648e+09
4.93962174e-01	2.80315537e+03	8.73936872e+09
5.04315949e-01	2.87429955e+03	8.66457197e+09
5.14886745e-01	2.94735965e+03	8.58917845e+09
5.25679112e-01	3.02238825e+03	8.51320101e+09
5.36697695e-01	3.09943930e+03	8.43665313e+09
5.47947234e-01	3.17856813e+03	8.35954890e+09
5.59432571e-01	3.25983148e+03	8.28190304e+09
5.71158648e-01	3.34328751e+03	8.20373089e+09
5.83130511e-01	3.42899584e+03	8.12504842e+09
5.95353313e-01	3.51701761e+03	8.04587221e+09
6.07832313e-01	3.60741545e+03	7.96621943e+09
6.20572881e-01	3.70025356e+03	7.88610790e+09
6.33580499e-01	3.79559770e+03	7.80555599e+09
6.46860766e-01	3.89351526e+03	7.72458270e+09
6.60419396e-01	3.99407525e+03	7.64320757e+09
6.74262224e-01	4.09734837e+03	7.56145073e+09
6.88395207e-01	4.20340701e+03	7.47933286e+09
7.02824426e-01	4.31232528e+03	7.39687517e+09
7.17556092e-01	4.42417908e+03	7.31409939e+09
7.32596543e-01	4.53904609e+03	7.23102777e+09
7.47952252e-01	4.65700584e+03	7.14768304e+09
7.63629826e-01	4.77813968e+03	7.06408838e+09
7.79636013e-01	4.90253092e+03	6.98026743e+09
7.95977700e-01	5.03026474e+03	6.89624425e+09
8.12661920e-01	5.16142833e+03	6.81204329e+09
8.29695852e-01	5.29611087e+03	6.72768936e+09
8.47086827e-01	5.43440357e+03	6.64320763e+09
8.64842328e-01	5.57639974e+03	6.55862357e+09
8.82969996e-01	5.72219478e+03	6.47396296e+09
9.01477631e-01	5.87188628e+03	6.38925180e+09
9.20373200e-01	6.02557398e+03	6.30451634e+09
9.39664831e-01	6.18335990e+03	6.21978301e+09
9.59360829e-01	6.34534832e+03	6.13507838e+09
9.79469667e-01	6.51164583e+03	6.05042917e+09
1.00000000e+00	6.68236141e+03	5.96586216e+09
1.02096066e+00	6.85760645e+03	5.88140422e+09
1.04236067e+00	7.03749479e+03	5.79708220e+09
1.06420924e+00	7.22214277e+03	5.71292293e+09
1.08651577e+00	7.41166932e+03	5.62895321e+09
1.10928986e+00	7.60619594e+03	5.54519971e+09
1.13254132e+00	7.80584683e+03	5.46168901e+09
1.15628013e+00	8.01074888e+03	5.37844748e+09
1.18051653e+00	8.22103176e+03	5.29550132e+09
1.20526094e+00	8.43682797e+03	5.21287646e+09
1.23052400e+00	8.65827290e+03	5.13059858e+09
1.25631660e+00	8.88550489e+03	5.04869302e+09
1.28264983e+00	9.11866529e+03	4.96718479e+09
1.30953502e+00	9.35789853e+03	4.88609853e+09
1.33698374e+00	9.60335220e+03	4.80545843e+09
1.36500781e+00	9.85517706e+03	4.72528828e+09
1.39361927e+00	1.01135272e+04	4.64561136e+09
1.42283046e+00	1.03785601e+04	4.56645045e+09
1.45265393e+00	1.06504365e+04	4.48782781e+09
1.48310251e+00	1.09293208e+04	4.40976512e+09
1.51418933e+00	1.12153810e+04	4.33228347e+09
1.54592774e+00	1.15087888e+04	4.25540337e+09
1.57833141e+00	1.18097193e+04	4.17914466e+09
1.61141428e+00	1.21183520e+04	4.10352653e+09
1.64519059e+00	1.24348699e+04	4.02856752e+09
1.67967487e+00	1.27594601e+04	3.95428544e+09
1.71488197e+00	1.30923140e+04	3.88069744e+09
1.75082703e+00	1.34336268e+04	3.80781989e+09
1.78752553e+00	1.37835985e+04	3.73566848e+09
1.82499324e+00	1.41424331e+04	3.66425811e+09
1.86324631e+00	1.45103393e+04	3.59360296e+09
1.90230119e+00	1.48875303e+04	3.52371641e+09
1.94217468e+00	1.52742240e+04	3.45461112e+09
1.98288395e+00	1.56706433e+04	3.38629895e+09
2.02444651e+00	1.60770157e+04	3.31879098e+09
2.06688025e+00	1.64935741e+04	3.25209754e+09
2.11020343e+00	1.69205562e+04	3.18622818e+09
2.15443469e+00	1.73582053e+04	3.12119166e+09
2.19959307e+00	1.78067699e+04	3.05699601e+09
2.24569800e+00	1.82665041e+04	2.99364847e+09
2.29276931e+00	1.87376674e+04	2.93115556e+09
2.34082728e+00	1.92205255e+04	2.86952301e+09
2.38989257e+00	1.97153497e+04	2.80875587e+09
2.43998630e+00	2.02224174e+04	2.74885843e+09
2.49113003e+00	2.07420121e+04	2.68983427e+09
2.54334576e+00	2.12744238e+04	2.63168629e+09
2.59665597e+00	2.18199487e+04	2.57441670e+09
2.65108360e+00	2.23788898e+04	2.51802702e+09
2.70665207e+00	2.29515568e+04	2.46251814e+09
2.76338529e+00	2.35382662e+04	2.40789031e+09
2.82130768e+00	2.41393416e+04	2.35414315e+09
2.88044415e+00	2.47551138e+04	2.30127567e+09
2.94082017e+00	2.53859209e+04	2.24928632e+09
3.00246171e+00	2.60321086e+04	2.19817297e+09
3.06539530e+00	2.66940303e+04	2.14793293e+09
3.12964801e+00	2.73720472e+04	2.09856301e+09
3.19524751e+00	2.80665284e+04	2.05005948e+09
3.26222201e+00	2.87778514e+04	2.00241814e+09
3.33060034e+00	2.95064020e+04	1.95563433e+09
3.40041193e+00	3.02525746e+04	1.90970293e+09
3.47168682e+00	3.10167721e+04	1.86461838e+09
3.54445567e+00	3.17994067e+04	1.82037473e+09
3.61874981e+00	3.26008994e+04	1.77696564e+09
3.69460121e+00	3.34216806e+04	1.73438438e+09
3.77204249e+00	3.42621905e+04	1.69262390e+09
3.85110700e+00	3.51228785e+04	1.65167681e+09
3.93182876e+00	3.60042044e+04	1.61153538e+09
4.01424249e+00	3.69066379e+04	1.57219164e+09
4.09838367e+00	3.78306590e+04	1.53363731e+09
4.18428851e+00	3.87767585e+04	1.49586387e+09
4.27199397e+00	3.97454377e+04	1.45886255e+09
4.36153779e+00	4.07372093e+04	1.42262438e+09
4.45295851e+00	4.17525969e+04	1.38714018e+09
4.54629547e+00	4.27921358e+04	1.35240057e+09
4.64158883e+00	4.38563730e+04	1.31839602e+09
4.73887961e+00	4.49458675e+04	1.28511684e+09
4.83820966e+00	4.60611905e+04	1.25255321e+09
4.93962174e+00	4.72029258e+04	1.22069517e+09
5.04315949e+00	4.83716699e+04	1.18953267e+09
5.14886745e+00	4.95680324e+04	1.15905554e+09
5.25679112e+00	5.07926360e+04	1.12925358e+09
5.36697695e+00	5.20461173e+04	1.10011646e+09
5.47947234e+00	5.33291266e+04	1.07163383e+09
5.59432571e+00	5.46423284e+04	1.04379531e+09
5.71158648e+00	5.59864017e+04	1.01659046e+09
5.83130511e+00	5.73620403e+04	9.90008820e+08
5.95353313e+00	5.87699529e+04	9.64039946e+08
6.07832313e+00	6.02108640e+04	9.38673374e+08
6.20572881e+00	6.16855133e+04	9.13898658e+08
6.33580499e+00	6.31946571e+04	8.89705370e+08
6.46860766e+00	6.47390677e+04	8.66083109e+08
6.60419396e+00	6.63195343e+04	8.43021513e+08
6.74262224e+00	6.79368633e+04	8.20510265e+08
6.88395207e+00	6.95918784e+04	7.98539097e+08
7.02824426e+00	7.12854211e+04	7.77097804e+08
7.17556092e+00	7.30183512e+04	7.56176246e+08
7.32596543e+00	7.47915472e+04	7.35764352e+08
7.47952252e+00	7.66059062e+04	7.15852134e+08
7.63629826e+00	7.84623451e+04	6.96429685e+08
7.79636013e+00	8.03618004e+04	6.77487186e+08
7.95977700e+00	8.23052287e+04	6.59014913e+08
8.12661920e+00	8.42936074e+04	6.41003238e+08
8.29695852e+00	8.63279348e+04	6.23442638e+08
8.47086827e+00	8.84092309e+04	6.06323694e+08
8.64842328e+00	9.05385375e+04	5.89637096e+08
8.82969996e+00	9.27169188e+04	5.73373646e+08
9.01477631e+00	9.49454620e+04	5.57524264e+08
9.20373200e+00	9.72252777e+04	5.42079986e+08
9.39664831e+00	9.95575002e+04	5.27031968e+08
9.59360829e+00	1.01943288e+05	5.12371489e+08
9.79469667e+00	1.04383826e+05	4.98089953e+08
1.00000000e+01	1.06880321e+05	4.84178889e+08
1.02096066e+01	1.09434011e+05	4.70629954e+08
1.04236067e+01	1.12046154e+05	4.57434932e+08
1.06420924e+01	1.14718042e+05	4.44585739e+08
1.08651577e+01	1.17450989e+05	4.32074419e+08
1.10928986e+01	1.20246339e+05	4.19893148e+08
1.13254132e+01	1.23105467e+05	4.08034234e+08
1.15628013e+01	1.26029775e+05	3.96490115e+08
1.18051653e+01	1.29020695e+05	3.85253361e+08
1.20526094e+01	1.32079690e+05	3.74316674e+08
1.23052400e+01	1.35208256e+05	3.63672890e+08
1.25631660e+01	1.38407918e+05	3.53314971e+08
1.28264983e+01	1.41680236e+05	3.43236014e+08
1.30953502e+01	1.45026802e+05	3.33429245e+08
1.33698374e+01	1.48449243e+05	3.23888019e+08
1.36500781e+01	1.51949220e+05	3.14605820e+08
1.39361927e+01	1.55528430e+05	3.05576262e+08
1.42283046e+01	1.59188605e+05	2.96793082e+08
1.45265393e+01	1.62931517e+05	2.88250147e+08
1.48310251e+01	1.66758972e+05	2.79941446e+08
1.51418933e+01	1.70672816e+05	2.71861093e+08
1.54592774e+01	1.74674937e+05	2.64003325e+08
1.57833141e+01	1.78767258e+05	2.56362500e+08
1.61141428e+01	1.82951748e+05	2.48933094e+08
1.64519059e+01	1.87230416e+05	2.41709703e+08
1.67967487e+01	1.91605312e+05	2.34687041e+08
1.71488197e+01	1.96078533e+05	2.27859936e+08
1.75082703e+01	2.00652218e+05	2.21223329e+08
1.78752553e+01	2.05328553e+05	2.14772276e+08
1.82499324e+01	2.10109771e+05	2.08501942e+08
1.86324631e+01	2.14998150e+05	2.02407601e+08
1.90230119e+01	2.19996020e+05	1.96484636e+08
1.94217468e+01	2.25105757e+05	1.90728534e+08
1.98288395e+01	2.30329791e+05	1.85134888e+08
2.02444651e+01	2.35670601e+05	1.79699392e+08
2.06688025e+01	2.41130720e+05	1.74417841e+08
2.11020343e+01	2.46712735e+05	1.69286132e+08
2.15443469e+01	2.52419287e+05	1.64300254e+08
2.19959307e+01	2.58253073e+05	1.59456296e+08
2.24569800e+01	2.64216850e+05	1.54750439e+08
2.29276931e+01	2.70313430e+05	1.50178958e+08
2.34082728e+01	2.76545687e+05	1.45738216e+08
2.38989257e+01	2.82916555e+05	1.41424666e+08
2.43998630e+01	2.89429032e+05	1.37234849e+08
2.49113003e+01	2.96086176e+05	1.33165391e+08
2.54334576e+01	3.02891115e+05	1.29213000e+08
2.59665597e+01	3.09847038e+05	1.25374468e+08
2.65108360e+01	3.16957207e+05	1.21646666e+08
2.70665207e+01	3.24224948e+05	1.18026546e+08
2.76338529e+01	3.31653662e+05	1.14511136e+08
2.82130768e+01	3.39246820e+05	1.11097537e+08
2.88044415e+01	3.47007966e+05	1.07782928e+08
2.94082017e+01	3.54940721e+05	1.04564557e+08
3.00246171e+01	3.63048781e+05	1.01439745e+08
3.06539530e+01	3.71335923e+05	9.84058821e+07
3.12964801e+01	3.79805999e+05	9.54604243e+07
3.19524751e+01	3.88462949e+05	9.26008954e+07
3.26222201e+01	3.97310792e+05	8.98248834e+07
3.33060034e+01	4.06353633e+05	8.71300395e+07
3.40041193e+01	4.15595666e+05	8.45140769e+07
3.47168682e+01	4.25041171e+05	8.19747691e+07
3.54445567e+01	4.34694520e+05	7.95099484e+07
3.61874981e+01	4.44560179e+05	7.71175051e+07
3.69460121e+01	4.54642705e+05	7.47953855e+07
3.77204249e+01	4.64946755e+05	7.25415909e+07
3.85110700e+01	4.75477082e+05	7.03541763e+07
3.93182876e+01	4.86238542e+05	6.82312489e+07
4.01424249e+01	4.97236091e+05	6.61709671e+07
4.09838367e+01	5.08474793e+05	6.41715391e+07
4.18428851e+01	5.19959816e+05	6.22312218e+07
4.27199397e+01	5.31696440e+05	6.03483195e+07
4.36153779e+01	5.43690055e+05	5.85211827e+07
4.45295851e+01	5.55946165e+05	5.67482071e+07
4.54629547e+01	5.68470391e+05	5.50278324e+07
4.64158883e+01	5.81268472e+05	5.33585412e+07
4.73887961e+01	5.94346270e+05	5.17388578e+07
4.83820966e+01	6.07709770e+05	5.01673475e+07
4.93962174e+01	6.21365083e+05	4.86426151e+07
5.04315949e+01	6.35318449e+05	4.71633042e+07
5.14886745e+01	6.49576240e+05	4.57280962e+07
5.25679112e+01	6.64144965e+05	4.43357091e+07
5.36697695e+01	6.79031266e+05	4.29848968e+07
5.47947234e+01	6.94241929e+05	4.16744479e+07
5.59432571e+01	7.09783882e+05	4.04031853e+07
5.71158648e+01	7.25664199e+05	3.91699647e+07
5.83130511e+01	7.41890103e+05	3.79736740e+07
5.95353313e+01	7.58468972e+05	3.68132327e+07
6.07832313e+01	7.75408336e+05	3.56875905e+07
6.20572881e+01	7.92715888e+05	3.45957270e+07
6.33580499e+01	8.10399479e+05	3.35366508e+07
6.46860766e+01	8.28467129e+05	3.25093986e+07
6.60419396e+01	8.46927026e+05	3.15130343e+07
6.74262224e+01	8.65787530e+05	3.05466488e+07
6.88395207e+01	8.85057180e+05	2.96093587e+07
7.02824426e+01	9.04744692e+05	2.87003060e+07
7.17556092e+01	9.24858967e+05	2.78186571e+07
7.32596543e+01	9.45409095e+05	2.69636024e+07
7.47952252e+01	9.66404355e+05	2.61343555e+07
7.63629826e+01	9.87854224e+05	2.53301527e+07
7.79636013e+01	1.00976838e+06	2.45502522e+07
7.95977700e+01	1.03215670e+06	2.37939336e+07
8.12661920e+01	1.05502927e+06	2.30604972e+07
8.29695852e+01	1.07839639e+06	2.23492638e+07
8.47086827e+01	1.10226859e+06	2.16595735e+07
8.64842328e+01	1.12665660e+06	2.09907859e+07
8.82969996e+01	1.15157138e+06	2.03422788e+07
9.01477631e+01	1.17702414e+06	1.97134483e+07
9.20373200e+01	1.20302630e+06	1.91037080e+07
9.39664831e+01	1.22958954e+06	1.85124887e+07
9.59360829e+01	1.25672579e+06	1.79392375e+07
9.79469667e+01	1.28444720e+06	1.73834180e+07
1.00000000e+02	1.31276620e+06	1.68445091e+07
1.02096066e+02	1.34169549e+06	1.63220052e+07
1.04236067e+02	1.37124802e+06	1.58154154e+07
1.06420924e+02	1.40143701e+06	1.53242632e+07
1.08651577e+02	1.43227598e+06	1.48480860e+07
1.10928986e+02	1.46377871e+06	1.43864350e+07
1.13254132e+02	1.49595928e+06	1.39388743e+07
1.15628013e+02	1.52883208e+06	1.35049810e+07
1.18051653e+02	1.56241178e+06	1.30843447e+07
1.20526094e+02	1.59671337e+06	1.26765669e+07
1.23052400e+02	1.63175215e+06	1.22812610e+07
1.25631660e+02	1.66754375e+06	1.18980517e+07
1.28264983e+02	1.70410413e+06	1.15265750e+07
1.30953502e+02	1.74144957e+06	1.11664774e+07
1.33698374e+02	1.77959670e+06	1.08174159e+07
1.36500781e+02	1.81856252e+06	1.04790579e+07
1.39361927e+02	1.85836435e+06	1.01510805e+07
1.42283046e+02	1.89901991e+06	9.83317019e+06
1.45265393e+02	1.94054726e+06	9.52502306e+06
1.48310251e+02	1.98296487e+06	9.22634409e+06
1.51418933e+02	2.02629157e+06	8.93684703e+06
1.54592774e+02	2.07054662e+06	8.65625417e+06
1.57833141e+02	2.11574965e+06	8.38429605e+06
1.61141428e+02	2.16192072e+06	8.12071125e+06
1.64519059e+02	2.20908030e+06	7.86524613e+06
1.67967487e+02	2.25724932e+06	7.61765460e+06
1.71488197e+02	2.30644911e+06	7.37769795e+06
1.75082703e+02	2.35670148e+06	7.14514457e+06
1.78752553e+02	2.40802867e+06	6.91976987e+06
1.82499324e+02	2.46045341e+06	6.70135561e+06
1.86324631e+02	2.51399890e+06	6.48969063e+06
1.90230119e+02	2.56868882e+06	6.28456971e+06
1.94217468e+02	2.62454736e+06	6.08579388e+06
1.98288395e+02	2.68159922e+06	5.89317013e+06
2.02444651e+02	2.73986959e+06	5.70651125e+06
2.06688025e+02	2.79938423e+06	5.52563562e+06
2.11020343e+02	2.86016940e+06	5.35036708e+06
2.15443469e+02	2.92225194e+06	5.18053477e+06
2.19959307e+02	2.98565925e+06	5.01597296e+06
2.24569800e+02	3.05041930e+06	4.85652089e+06
2.29276931e+02	3.11656063e+06	4.70202266e+06
2.34082728e+02	3.18411241e+06	4.55232703e+06
2.38989257e+02	3.25310441e+06	4.40728733e+06
2.43998630e+02	3.32356701e+06	4.26676131e+06
2.49113003e+02	3.39553126e+06	4.13061100e+06
2.54334576e+02	3.46902881e+06	3.99870260e+06
2.59665597e+02	3.54409203e+06	3.87090631e+06
2.65108360e+02	3.62075394e+06	3.74709630e+06
2.70665207e+02	3.69904825e+06	3.62715049e+06
2.76338529e+02	3.77900939e+06	3.51095053e+06
2.82130768e+02	3.86067250e+06	3.39838160e+06
2.88044415e+02	3.94407347e+06	3.28933238e+06
2.94082017e+02	4.02924893e+06	3.18369492e+06
3.00246171e+02	4.11623629e+06	3.08136451e+06
3.06539530e+02	4.20507372e+06	2.98223963e+06
3.12964801e+02	4.29580024e+06	2.88622183e+06
3.19524751e+02	4.38845562e+06	2.79321563e+06
3.26222201e+02	4.48308053e+06	2.70312846e+06
3.33060034e+02	4.57971645e+06	2.61587053e+06
3.40041193e+02	4.67840574e+06	2.53135481e+06
3.47168682e+02	4.77919166e+06	2.44949687e+06
3.54445567e+02	4.88211836e+06	2.37021487e+06
3.61874981e+02	4.98723092e+06	2.29342944e+06
3.69460121e+02	5.09457536e+06	2.21906363e+06
3.77204249e+02	5.20419869e+06	2.14704281e+06
3.85110700e+02	5.31614888e+06	2.07729464e+06
3.93182876e+02	5.43047491e+06	2.00974896e+06
4.01424249e+02	5.54722679e+06	1.94433776e+06
4.09838367e+02	5.66645556e+06	1.88099509e+06
4.18428851e+02	5.78821337e+06	1.81965699e+06
4.27199397e+02	5.91255342e+06	1.76026148e+06
4.36153779e+02	6.03953005e+06	1.70274844e+06
4.45295851e+02	6.16919874e+06	1.64705961e+06
4.54629547e+02	6.30161610e+06	1.59313846e+06
4.64158883e+02	6.43683996e+06	1.54093023e+06
4.73887961e+02	6.57492935e+06	1.49038181e+06
4.83820966e+02	6.71594454e+06	1.44144170e+06
4.93962174e+02	6.85994706e+06	1.39405998e+06
5.04315949e+02	7.00699972e+06	1.34818826e+06
5.14886745e+02	7.15716665e+06	1.30377962e+06
5.25679112e+02	7.31051333e+06	1.26078857e+06
5.36697695e+02	7.46710661e+06	1.21917103e+06
5.47947234e+02	7.62701473e+06	1.17888423e+06
5.59432571e+02	7.79030738e+06	1.13988674e+06
5.71158648e+02	7.95705567e+06	1.10213839e+06
5.83130511e+02	8.12733225e+06	1.06560022e+06
5.95353313e+02	8.30121125e+06	1.03023450e+06
6.07832313e+02	8.47876837e+06	9.96004610e+05
6.20572881e+02	8.66008089e+06	9.62875084e+05
6.33580499e+02	8.84522771e+06	9.30811530e+05
6.46860766e+02	9.03428938e+06	8.99780612e+05
6.60419396e+02	9.22734815e+06	8.69750016e+05
6.74262224e+02	9.42448796e+06	8.40688417e+05
6.88395207e+02	9.62579455e+06	8.12565454e+05
7.02824426e+02	9.83135541e+06	7.85352366e+05
7.17556092e+02	1.00412599e+07	7.59019460e+05
7.32596543e+02	1.02555992e+07	7.33539776e+05
7.47952252e+02	1.04744665e+07	7.08887090e+05
7.63629826e+02	1.06979568e+07	6.85031147e+05
7.79636013e+02	1.09261672e+07	6.61950330e+05
7.95977700e+02	1.11591968e+07	6.39623626e+05
8.12661920e+02	1.13971467e+07	6.18023157e+05
8.29695852e+02	1.16401203e+07	5.97126577e+05
8.47086827e+02	1.18882230e+07	5.76911782e+05
8.64842328e+02	1.21415624e+07	5.57357275e+05
8.82969996e+02	1.24002484e+07	5.38442200e+05
9.01477631e+02	1.26643933e+07	5.20146338e+05
9.20373200e+02	1.29341116e+07	5.02450088e+05
9.39664831e+02	1.32095203e+07	4.85334454e+05
9.59360829e+02	1.34907387e+07	4.68781024e+05
9.79469667e+02	1.37778888e+07	4.52771956e+05
1.00000000e+03	1.40710951e+07	4.37289957e+05
1.02096066e+03	1.43704844e+07	4.22318270e+05
1.04236067e+03	1.46761867e+07	4.07840656e+05
1.06420924e+03	1.49883343e+07	3.93841376e+05
1.08651577e+03	1.53070624e+07	3.80305182e+05
1.10928986e+03	1.56325091e+07	3.67217501e+05
1.13254132e+03	1.59648152e+07	3.54563600e+05
1.15628013e+03	1.63041247e+07	3.42329812e+05
1.18051653e+03	1.66505843e+07	3.30502693e+05
1.20526094e+03	1.70043442e+07	3.19069214e+05
1.23052400e+03	1.73655573e+07	3.08016752e+05
1.25631660e+03	1.77343800e+07	2.97333077e+05
1.28264983e+03	1.81109718e+07	2.87006339e+05
1.30953502e+03	1.84954957e+07	2.77025055e+05
1.33698374e+03	1.88881179e+07	2.67378102e+05
1.36500781e+03	1.92890083e+07	2.58054703e+05
1.39361927e+03	1.96983401e+07	2.49044415e+05
1.42283046e+03	2.01162905e+07	2.40337124e+05
1.45265393e+03	2.05430400e+07	2.31923029e+05
1.48310251e+03	2.09787732e+07	2.23792636e+05
1.51418933e+03	2.14236784e+07	2.15936743e+05
1.54592774e+03	2.18779478e+07	2.08346452e+05
1.57833141e+03	2.23417777e+07	2.01013129e+05
1.61141428e+03	2.28153686e+07	1.93928412e+05
1.64519059e+03	2.32989251e+07	1.87084206e+05
1.67967487e+03	2.37926559e+07	1.80472665e+05
1.71488197e+03	2.42967745e+07	1.74086193e+05
1.75082703e+03	2.48114984e+07	1.67917432e+05
1.78752553e+03	2.53370500e+07	1.61959256e+05
1.82499324e+03	2.58736563e+07	1.56204763e+05
1.86324631e+03	2.64215488e+07	1.50647267e+05
1.90230119e+03	2.69809642e+07	1.45280295e+05
1.94217468e+03	2.75521438e+07	1.40097578e+05
1.98288395e+03	2.81353344e+07	1.35093045e+05
2.02444651e+03	2.87307874e+07	1.30260817e+05
2.06688025e+03	2.93387600e+07	1.25595201e+05
2.11020343e+03	2.99595145e+07	1.21090685e+05
2.15443469e+03	3.05933187e+07	1.16741932e+05
2.19959307e+03	3.12404461e+07	1.12543774e+05
2.24569800e+03	3.19011758e+07	1.08491207e+05
2.29276931e+03	3.25757930e+07	1.04579389e+05
2.34082728e+03	3.32645885e+07	1.00803629e+05
2.38989257e+03	3.39678595e+07	9.71593873e+04
2.43998630e+03	3.46859092e+07	9.36422692e+04
2.49113003e+03	3.54190474e+07	9.02480205e+04
2.54334576e+03	3.61675902e+07	8.69725233e+04
2.59665597e+03	3.69318604e+07	8.38117916e+04
2.65108360e+03	3.77121875e+07	8.07619675e+04
2.70665207e+03	3.85089078e+07	7.78193172e+04
2.76338529e+03	3.93223650e+07	7.49802270e+04
2.82130768e+03	4.01529097e+07	7.22411997e+04
2.88044415e+03	4.10008998e+07	6.95988511e+04
2.94082017e+03	4.18667009e+07	6.70499062e+04
3.00246171e+03	4.27506862e+07	6.45911962e+04
3.06539530e+03	4.36532367e+07	6.22196549e+04
3.12964801e+03	4.45747412e+07	5.99323155e+04
3.19524751e+03	4.55155971e+07	5.77263079e+04
3.26222201e+03	4.64762096e+07	5.55988558e+04
3.33060034e+03	4.74569927e+07	5.35472719e+04
3.40041193e+03	4.84583690e+07	5.15689581e+04
3.47168682e+03	4.94807699e+07	4.96614009e+04
3.54445567e+03	5.05246360e+07	4.78221690e+04
3.61874981e+03	5.15904170e+07	4.60489108e+04
3.69460121e+03	5.26785720e+07	4.43393520e+04
3.77204249e+03	5.37895698e+07	4.26912933e+04
3.85110700e+03	5.49238890e+07	4.11026077e+04
3.93182876e+03	5.60820181e+07	3.95712384e+04
4.01424249e+03	5.72644560e+07	3.80951968e+04
4.09838367e+03	5.84717121e+07	3.66725599e+04
4.18428851e+03	5.97043063e+07	3.53014687e+04
4.27199397e+03	6.09627694e+07	3.39801258e+04
4.36153779e+03	6.22476435e+07	3.27067939e+04
4.45295851e+03	6.35594819e+07	3.14797934e+04
4.54629547e+03	6.48988495e+07	3.02975008e+04
4.64158883e+03	6.62663232e+07	2.91583470e+04
4.73887961e+03	6.76624917e+07	2.80608156e+04
4.83820966e+03	6.90879564e+07	2.70034360e+04
4.93962174e+03	7.05433310e+07	2.59848065e+04
5.04315949e+03	7.20292422e+07	2.50035440e+04
5.14886745e+03	7.35463298e+07	2.40583310e+04
5.25679112e+03	7.50952470e+07	2.31478817e+04
5.36697695e+03	7.66766607e+07	2.22709768e+04
5.47947234e+03	7.82912518e+07	2.14264167e+04
5.59432571e+03	7.99397155e+07	2.06130494e+04
5.71158648e+03	8.16227614e+07	1.98297623e+04
5.83130511e+03	8.33411141e+07	1.90754806e+04
5.95353313e+03	8.50955135e+07	1.83491663e+04
6.07832313e+03	8.68867147e+07	1.76498170e+04
6.20572881e+03	8.87154890e+07	1.69764646e+04
6.33580499e+03	9.05826236e+07	1.63281744e+04
6.46860766e+03	9.24889223e+07	1.57040437e+04
6.60419396e+03	9.44352056e+07	1.51032011e+04
6.74262224e+03	9.64223114e+07	1.45248054e+04
6.88395207e+03	9.84510952e+07	1.39680444e+04
7.02824426e+03	1.00522430e+08	1.34321340e+04
7.17556092e+03	1.02637208e+08	1.29163174e+04
7.32596543e+03	1.04796339e+08	1.24198644e+04
7.47952252e+03	1.07000752e+08	1.19420700e+04
7.63629826e+03	1.09251397e+08	1.14822540e+04
7.79636013e+03	1.11549242e+08	1.10397598e+04
7.95977700e+03	1.13895276e+08	1.06139540e+04
8.12661920e+03	1.16290509e+08	1.02042255e+04
8.29695852e+03	1.18735971e+08	9.80998471e+03
8.47086827e+03	1.21232717e+08	9.43066266e+03
8.64842328e+03	1.23781819e+08	9.06571066e+03
8.82969996e+03	1.26384376e+08	8.71459938e+03
9.01477631e+03	1.29041507e+08	8.37681828e+03
9.20373200e+03	1.31754356e+08	8.05187494e+03
9.39664831e+03	1.34524091e+08	7.73929517e+03
9.59360829e+03	1.37351903e+08	7.43861975e+03
9.79469667e+03	1.40239011e+08	7.14940769e+03
1.00000000e+04	1.43186655e+08	6.96516864e+03
