# redshift	D_L [Mpc]	Age [yr]
4.18428851e-01	2.36241017e+03	9.21881691e+09
4.27199397e-01	2.42106925e+03	9.14806183e+09
4.36153779e-01	2.48127771e+03	9.07664951e+09
4.45295851e-01	2.54307781e+03	9.00458907e+09
4.54629547e-01	2.60651290e+03	8.93189022e+09
4.64158883e-01	2.67162747e+03	8.85856325e+09
4.73887961e-01	2.73846717e+03	8.78461907e+09
4.83820966e-01	2.80707883e+03	8.71006918e+09
4.93962174e-01	2.87751047e+03	8.63492568e+09
5.04315949e-01	2.94981135e+03	8.55920129e+09
5.14886745e-01	3.02403199e+03	8.48290933e+09
5.25679112e-01	3.10022419e+03	8.40606373e+09
5.36697695e-01	3.17844106e+03	8.32867904e+09
5.47947234e-01	3.25873702e+03	8.25077041e+09
5.59432571e-01	3.34116789e+03	8.17235359e+09
5.71158648e-01	3.42579086e+03	8.09344493e+09
5.83130511e-01	3.51266453e+03	8.01406138e+09
5.95353313e-01	3.60184895e+03	7.93422047e+09
6.07832313e-01	3.69340564e+03	7.85394033e+09
6.20572881e-01	3.78739764e+03	7.77323965e+09
6.33580499e-01	3.88388950e+03	7.69213766e+09
6.46860766e-01	3.98294734e+03	7.61065418e+09
6.60419396e-01	4.08463886e+03	7.52880954e+09
6.74262224e-01	4.18903339e+03	7.44662458e+09
6.88395207e-01	4.29620192e+03	7.36412069e+09
7.02824426e-01	4.40621710e+03	7.28131970e+09
7.17556092e-01	4.51915333e+03	7.19824394e+09
7.32596543e-01	4.63508671e+03	7.11491618e+09
7.47952252e-01	4.75409517e+03	7.03135962e+09
7.63629826e-01	4.87625842e+03	6.94759788e+09
7.79636013e-01	5.00165805e+03	6.86365493e+09
7.95977700e-01	5.13037751e+03	6.77955513e+09
8.12661920e-01	5.26250218e+03	6.69532316e+09
8.29695852e-01	5.39811939e+03	6.61098401e+09
8.47086827e-01	5.53731849e+03	6.52656293e+09
8.64842328e-01	5.68019084e+03	6.44208543e+09
8.82969996e-01	5.82682988e+03	6.35757724e+09
9.01477631e-01	5.97733116e+03	6.27306426e+09
9.20373200e-01	6.13179240e+03	6.18857257e+09
9.39664831e-01	6.29031350e+03	6.10412833e+09
9.59360829e-01	6.45299662e+03	6.01975782e+09
9.79469667e-01	6.61994617e+03	5.93548736e+09
1.00000000e+00	6.79126894e+03	5.85134330e+09
1.02096066e+00	6.96707407e+03	5.76735195e+09
1.04236067e+00	7.14747311e+03	5.68353960e+09
1.06420924e+00	7.33258014e+03	5.59993242e+09
1.08651577e+00	7.52251171e+03	5.51655649e+09
1.10928986e+00	7.71738700e+03	5.43343771e+09
1.13254132e+00	7.91732778e+03	5.35060181e+09
1.15628013e+00	8.12245855e+03	5.26807427e+09
1.18051653e+00	8.33290652e+03	5.18588033e+09
1.20526094e+00	8.54880174e+03	5.10404492e+09
1.23052400e+00	8.77027711e+03	5.02259266e+09
1.25631660e+00	8.99746845e+03	4.94154780e+09
1.28264983e+00	9.23051458e+03	4.86093420e+09
1.30953502e+00	9.46955739e+03	4.78077530e+09
1.33698374e+00	9.71474187e+03	4.70109409e+09
1.36500781e+00	9.96621623e+03	4.62191308e+09
1.39361927e+00	1.02241319e+04	4.54325426e+09
1.42283046e+00	1.04886438e+04	4.46513912e+09
1.45265393e+00	1.07599099e+04	4.38758855e+09
1.48310251e+00	1.10380922e+04	4.31062289e+09
1.51418933e+00	1.13233557e+04	4.23426187e+09
1.54592774e+00	1.16158695e+04	4.15852457e+09
1.57833141e+00	1.19158062e+04	4.08342947e+09
1.61141428e+00	1.22233423e+04	4.00899436e+09
1.64519059e+00	1.25386581e+04	3.93523635e+09
1.67967487e+00	1.28619379e+04	3.86217188e+09
1.71488197e+00	1.31933704e+04	3.78981668e+09
1.75082703e+00	1.35331479e+04	3.71818575e+09
1.78752553e+00	1.38814675e+04	3.64729338e+09
1.82499324e+00	1.42385305e+04	3.57715313e+09
1.86324631e+00	1.46045424e+04	3.50777783e+09
1.90230119e+00	1.49797138e+04	3.43917954e+09
1.94217468e+00	1.53642594e+04	3.37136960e+09
1.98288395e+00	1.57583991e+04	3.30435859e+09
2.02444651e+00	1.61623575e+04	3.23815636e+09
2.06688025e+00	1.65763643e+04	3.17277200e+09
2.11020343e+00	1.70006542e+04	3.10821386e+09
2.15443469e+00	1.74354672e+04	3.04448957e+09
2.19959307e+00	1.78810486e+04	2.98160600e+09
2.24569800e+00	1.83376493e+04	2.91956933e+09
2.29276931e+00	1.88055256e+04	2.85838499e+09
2.34082728e+00	1.92849397e+04	2.79805773e+09
2.38989257e+00	1.97761594e+04	2.73859159e+09
2.43998630e+00	2.02794587e+04	2.67998992e+09
2.49113003e+00	2.07951177e+04	2.62225543e+09
2.54334576e+00	2.13234226e+04	2.56539012e+09
2.59665597e+00	2.18646660e+04	2.50939540e+09
2.65108360e+00	2.24191471e+04	2.45427201e+09
2.70665207e+00	2.29871717e+04	2.40002009e+09
2.76338529e+00	2.35690526e+04	2.34663919e+09
2.82130768e+00	2.41651092e+04	2.29412826e+09
2.88044415e+00	2.47756683e+04	2.24248571e+09
2.94082017e+00	2.54010638e+04	2.19170939e+09
3.00246171e+00	2.60416372e+04	2.14179661e+09
3.06539530e+00	2.66977375e+04	2.09274420e+09
3.12964801e+00	2.73697213e+04	2.04454847e+09
3.19524751e+00	2.80579533e+04	1.99720529e+09
3.26222201e+00	2.87628064e+04	1.95071003e+09
3.33060034e+00	2.94846614e+04	1.90505768e+09
3.40041193e+00	3.02239078e+04	1.86024277e+09
3.47168682e+00	3.09809437e+04	1.81625945e+09
3.54445567e+00	3.17561759e+04	1.77310151e+09
3.61874981e+00	3.25500203e+04	1.73076235e+09
3.69460121e+00	3.33629020e+04	1.68923506e+09
3.77204249e+00	3.41952554e+04	1.64851239e+09
3.85110700e+00	3.50475245e+04	1.60858678e+09
3.93182876e+00	3.59201631e+04	1.56945041e+09
4.01424249e+00	3.68136350e+04	1.53109518e+09
4.09838367e+00	3.77284142e+04	1.49351274e+09
4.18428851e+00	3.86649852e+04	1.45669450e+09
4.27199397e+00	3.96238429e+04	1.42063168e+09
4.36153779e+00	4.06054934e+04	1.38531528e+09
4.45295851e+00	4.16104537e+04	1.35073611e+09
4.54629547e+00	4.26392522e+04	1.31688484e+09
4.64158883e+00	4.36924288e+04	1.28375198e+09
4.73887961e+00	4.47705352e+04	1.25132788e+09
4.83820966e+00	4.58741355e+04	1.21960279e+09
4.93962174e+00	4.70038056e+04	1.18856685e+09
5.04315949e+00	4.81601344e+04	1.15821011e+09
5.14886745e+00	4.93437234e+04	1.12852252e+09
5.25679112e+00	5.05551874e+04	1.09949399e+09
5.36697695e+00	5.17951545e+04	1.07111433e+09
5.47947234e+00	5.30642665e+04	1.04337335e+09
5.59432571e+00	5.43631792e+04	1.01626081e+09
5.71158648e+00	5.56925626e+04	9.89766428e+08
5.83130511e+00	5.70531013e+04	9.63879942e+08
5.95353313e+00	5.84454947e+04	9.38591070e+08
6.07832313e+00	5.98704576e+04	9.13889538e+08
6.20572881e+00	6.13287200e+04	8.89765091e+08
6.33580499e+00	6.28210281e+04	8.66207500e+08
6.46860766e+00	6.43481438e+04	8.43206566e+08
6.60419396e+00	6.59108459e+04	8.20752134e+08
6.74262224e+00	6.75099299e+04	7.98834095e+08
6.88395207e+00	6.91462085e+04	7.77442397e+08
7.02824426e+00	7.08205120e+04	7.56567050e+08
7.17556092e+00	7.25336886e+04	7.36198132e+08
7.32596543e+00	7.42866048e+04	7.16325793e+08
7.47952252e+00	7.60801460e+04	6.96940266e+08
7.63629826e+00	7.79152165e+04	6.78031866e+08
7.79636013e+00	7.97927401e+04	6.59590999e+08
7.95977700e+00	8.17136605e+04	6.41608164e+08
8.12661920e+00	8.36789420e+04	6.24073959e+08
8.29695852e+00	8.56895693e+04	6.06979081e+08
8.47086827e+00	8.77465485e+04	5.90314337e+08
8.64842328e+00	8.98509073e+04	5.74070639e+08
8.82969996e+00	9.20036955e+04	5.58239012e+08
9.01477631e+00	9.42059855e+04	5.42810594e+08
9.20373200e+00	9.64588727e+04	5.27776641e+08
9.39664831e+00	9.87634760e+04	5.13128527e+08
9.59360829e+00	1.01120939e+05	4.98857748e+08
9.79469667e+00	1.03532428e+05	4.84955919e+08
1.00000000e+01	1.05999136e+05	4.71414783e+08
1.02096066e+01	1.08522281e+05	4.58226205e+08
1.04236067e+01	1.11103109e+05	4.45382179e+08
1.06420924e+01	1.13742888e+05	4.32874824e+08
1.08651577e+01	1.16442919e+05	4.20696387e+08
1.10928986e+01	1.19204525e+05	4.08839245e+08
1.13254132e+01	1.22029063e+05	3.97295900e+08
1.15628013e+01	1.24917915e+05	3.86058987e+08
1.18051653e+01	1.27872495e+05	3.75121268e+08
1.20526094e+01	1.30894244e+05	3.64475634e+08
1.23052400e+01	1.33984639e+05	3.54115104e+08
1.25631660e+01	1.37145183e+05	3.44032826e+08
1.28264983e+01	1.40377415e+05	3.34222075e+08
1.30953502e+01	1.43682905e+05	3.24676255e+08
1.33698374e+01	1.47063258e+05	3.15388895e+08
1.36500781e+01	1.50520112e+05	3.06353650e+08
1.39361927e+01	1.54055139e+05	2.97564300e+08
1.42283046e+01	1.57670051e+05	2.89014749e+08
1.45265393e+01	1.61366591e+05	2.80699024e+08
1.48310251e+01	1.65146543e+05	2.72611274e+08
1.51418933e+01	1.69011728e+05	2.64745769e+08
1.54592774e+01	1.72964006e+05	2.57096897e+08
1.57833141e+01	1.77005275e+05	2.49659165e+08
1.61141428e+01	1.81137475e+05	2.42427198e+08
1.64519059e+01	1.85362589e+05	2.35395734e+08
1.67967487e+01	1.89682638e+05	2.28559628e+08
1.71488197e+01	1.94099691e+05	2.21913845e+08
1.75082703e+01	1.98615856e+05	2.15453461e+08
1.78752553e+01	2.03233291e+05	2.09173664e+08
1.82499324e+01	2.07954195e+05	2.03069747e+08
1.86324631e+01	2.12780817e+05	1.97137112e+08
1.90230119e+01	2.17715454e+05	1.91371264e+08
1.94217468e+01	2.22760450e+05	1.85767811e+08
1.98288395e+01	2.27918200e+05	1.80322463e+08
2.02444651e+01	2.33191150e+05	1.75031031e+08
2.06688025e+01	2.38581797e+05	1.69889423e+08
2.11020343e+01	2.44092693e+05	1.64893642e+08
2.15443469e+01	2.49726442e+05	1.60039788e+08
2.19959307e+01	2.55485705e+05	1.55324054e+08
2.24569800e+01	2.61373198e+05	1.50742724e+08
2.29276931e+01	2.67391697e+05	1.46292171e+08
2.34082728e+01	2.73544036e+05	1.41968858e+08
2.38989257e+01	2.79833107e+05	1.37769332e+08
2.43998630e+01	2.86261866e+05	1.33690227e+08
2.49113003e+01	2.92833332e+05	1.29728258e+08
2.54334576e+01	2.99550586e+05	1.25880224e+08
2.59665597e+01	3.06416776e+05	1.22143003e+08
2.65108360e+01	3.13435116e+05	1.18513550e+08
2.70665207e+01	3.20608889e+05	1.14988897e+08
2.76338529e+01	3.27941446e+05	1.11566152e+08
2.82130768e+01	3.35436212e+05	1.08242497e+08
2.88044415e+01	3.43096682e+05	1.05015185e+08
2.94082017e+01	3.50926425e+05	1.01881538e+08
3.00246171e+01	3.58929089e+05	9.88389494e+07
3.06539530e+01	3.67108394e+05	9.58848785e+07
3.12964801e+01	3.75468145e+05	9.30168509e+07
3.19524751e+01	3.84012222e+05	9.02324567e+07
3.26222201e+01	3.92744591e+05	8.75293487e+07
3.33060034e+01	4.01669301e+05	8.49052415e+07
3.40041193e+01	4.10790485e+05	8.23579097e+07
3.47168682e+01	4.20112366e+05	7.98851866e+07
3.54445567e+01	4.29639256e+05	7.74849633e+07
3.61874981e+01	4.39375557e+05	7.51551864e+07
3.69460121e+01	4.49325765e+05	7.28938577e+07
3.77204249e+01	4.59494472e+05	7.06990324e+07
3.85110700e+01	4.69886366e+05	6.85688175e+07
3.93182876e+01	4.80506233e+05	6.65013715e+07
4.01424249e+01	4.91358964e+05	6.44949022e+07
4.09838367e+01	5.02449551e+05	6.25476661e+07
4.18428851e+01	5.13783091e+05	6.06579670e+07
4.27199397e+01	5.25364790e+05	5.88241546e+07
4.36153779e+01	5.37199965e+05	5.70446241e+07
4.45295851e+01	5.49294043e+05	5.53178143e+07
4.54629547e+01	5.61652568e+05	5.36422068e+07
4.64158883e+01	5.74281199e+05	5.20163250e+07
4.73887961e+01	5.87185717e+05	5.04387330e+07
4.83820966e+01	6.00372024e+05	4.89080347e+07
4.93962174e+01	6.13846147e+05	4.74228723e+07
5.04315949e+01	6.27614240e+05	4.59819259e+07
5.14886745e+01	6.41682586e+05	4.45839125e+07
5.25679112e+01	6.56057604e+05	4.32275844e+07
5.36697695e+01	6.70745846e+05	4.19117290e+07
5.47947234e+01	6.85754002e+05	4.06351677e+07
5.59432571e+01	7.01088905e+05	3.93967548e+07
5.71158648e+01	7.16757532e+05	3.81953767e+07
5.83130511e+01	7.32767005e+05	3.70299514e+07
5.95353313e+01	7.49124601e+05	3.58994273e+07
6.07832313e+01	7.65837745e+05	3.48027823e+07
6.20572881e+01	7.82914024e+05	3.37390235e+07
6.33580499e+01	8.00361181e+05	3.27071861e+07
6.46860766e+01	8.18187125e+05	3.17063324e+07
6.60419396e+01	8.36399930e+05	3.07355518e+07
6.74262224e+01	8.55007843e+05	2.97939594e+07
6.88395207e+01	8.74019281e+05	2.88806955e+07
7.02824426e+01	8.93442843e+05	2.79949250e+07
7.17556092e+01	9.13287306e+05	2.71358369e+07
7.32596543e+01	9.33561634e+05	2.63026432e+07
7.47952252e+01	9.54274978e+05	2.54945786e+07
7.63629826e+01	9.75436685e+05	2.47108997e+07
7.79636013e+01	9.97056296e+05	2.39508848e+07
7.95977700e+01	1.01914356e+06	2.32138326e+07
8.12661920e+01	1.04170841e+06	2.24990623e+07
8.29695852e+01	1.06476102e+06	2.18059127e+07
8.47086827e+01	1.08831176e+06	2.11337417e+07
8.64842328e+01	1.11237122e+06	2.04819259e+07
8.82969996e+01	1.13695021e+06	1.98498599e+07
9.01477631e+01	1.16205978e+06	1.92369558e+07
9.20373200e+01	1.18771120e+06	1.86426430e+07
9.39664831e+01	1.21391598e+06	1.80663673e+07
9.59360829e+01	1.24068588e+06	1.75075907e+07
9.79469667e+01	1.26803289e+06	1.69657911e+07
1.00000000e+02	1.29596929e+06	1.64404613e+07
1.02096066e+02	1.32450757e+06	1.59311092e+07
1.04236067e+02	1.35366051e+06	1.54372569e+07
1.06420924e+02	1.38344117e+06	1.49584407e+07
1.08651577e+02	1.41386285e+06	1.44942103e+07
1.10928986e+02	1.44493917e+06	1.40441287e+07
1.13254132e+02	1.47668400e+06	1.36077719e+07
1.15628013e+02	1.50911153e+06	1.31847280e+07
1.18051653e+02	1.54223623e+06	1.27745975e+07
1.20526094e+02	1.57607289e+06	1.23769926e+07
1.23052400e+02	1.61063659e+06	1.19915369e+07
1.25631660e+02	1.64594276e+06	1.16178652e+07
1.28264983e+02	1.68200711e+06	1.12556230e+07
1.30953502e+02	1.71884573e+06	1.09044661e+07
1.33698374e+02	1.75647500e+06	1.05640609e+07
1.36500781e+02	1.79491169e+06	1.02340833e+07
1.39361927e+02	1.83417289e+06	9.91421900e+06
1.42283046e+02	1.87427606e+06	9.60416293e+06
1.45265393e+02	1.91523902e+06	9.30361910e+06
1.48310251e+02	1.95707999e+06	9.01230031e+06
1.51418933e+02	1.99981754e+06	8.72992786e+06
1.54592774e+02	2.04347065e+06	8.45623139e+06
1.57833141e+02	2.08805870e+06	8.19094852e+06
1.61141428e+02	2.13360146e+06	7.93382472e+06
1.64519059e+02	2.18011913e+06	7.68461305e+06
1.67967487e+02	2.22763233e+06	7.44307388e+06
1.71488197e+02	2.27616212e+06	7.20897479e+06
1.75082703e+02	2.32573000e+06	6.98209024e+06
1.78752553e+02	2.37635791e+06	6.76220147e+06
1.82499324e+02	2.42806826e+06	6.54909621e+06
1.86324631e+02	2.48088393e+06	6.34256859e+06
1.90230119e+02	2.53482828e+06	6.14241885e+06
1.94217468e+02	2.58992517e+06	5.94845324e+06
1.98288395e+02	2.64619895e+06	5.76048379e+06
2.02444651e+02	2.70367447e+06	5.57832819e+06
2.06688025e+02	2.76237714e+06	5.40180956e+06
2.11020343e+02	2.82233285e+06	5.23075635e+06
2.15443469e+02	2.88356808e+06	5.06500215e+06
2.19959307e+02	2.94610985e+06	4.90438555e+06
2.24569800e+02	3.00998574e+06	4.74874999e+06
2.29276931e+02	3.07522392e+06	4.59794361e+06
2.34082728e+02	3.14185313e+06	4.45181912e+06
2.38989257e+02	3.20990275e+06	4.31023365e+06
2.43998630e+02	3.27940273e+06	4.17304865e+06
2.49113003e+02	3.35038370e+06	4.04012973e+06
2.54334576e+02	3.42287689e+06	3.91134656e+06
2.59665597e+02	3.49691421e+06	3.78657270e+06
2.65108360e+02	3.57252823e+06	3.66568558e+06
2.70665207e+02	3.64975220e+06	3.54856628e+06
2.76338529e+02	3.72862007e+06	3.43509950e+06
2.82130768e+02	3.80916651e+06	3.32517339e+06
2.88044415e+02	3.89142692e+06	3.21867951e+06
2.94082017e+02	3.97543741e+06	3.11551268e+06
3.00246171e+02	4.06123489e+06	3.01557090e+06
3.06539530e+02	4.14885701e+06	2.91875526e+06
3.12964801e+02	4.23834225e+06	2.82496983e+06
3.19524751e+02	4.32972984e+06	2.73412160e+06
3.26222201e+02	4.42305989e+06	2.64612036e+06
3.33060034e+02	4.51837330e+06	2.56087864e+06
3.40041193e+02	4.61571188e+06	2.47831163e+06
3.47168682e+02	4.71511827e+06	2.39833707e+06
3.54445567e+02	4.81663602e+06	2.32087520e+06
3.61874981e+02	4.92030961e+06	2.24584870e+06
3.69460121e+02	5.02618443e+06	2.17318257e+06
3.77204249e+02	5.13430683e+06	2.10280409e+06
3.85110700e+02	5.24472413e+06	2.03464277e+06
3.93182876e+02	5.35748464e+06	1.96863023e+06
4.01424249e+02	5.47263769e+06	1.90470019e+06
4.09838367e+02	5.59023363e+06	1.84278838e+06
4.18428851e+02	5.71032388e+06	1.78283248e+06
4.27199397e+02	5.83296093e+06	1.72477206e+06
4.36153779e+02	5.95819837e+06	1.66854854e+06
4.45295851e+02	6.08609092e+06	1.61410513e+06
4.54629547e+02	6.21669442e+06	1.56138674e+06
4.64158883e+02	6.35006592e+06	1.51033999e+06
4.73887961e+02	6.48626364e+06	1.46091311e+06
4.83820966e+02	6.62534701e+06	1.41305591e+06
4.93962174e+02	6.76737674e+06	1.36671972e+06
5.04315949e+02	6.91241478e+06	1.32185737e+06
5.14886745e+02	7.06052438e+06	1.27842314e+06
5.25679112e+02	7.21177014e+06	1.23637266e+06
5.36697695e+02	7.36621798e+06	1.19566297e+06
5.47947234e+02	7.52393523e+06	1.15625238e+06
5.59432571e+02	7.68499060e+06	1.11810049e+06
5.71158648e+02	7.84945428e+06	1.08116813e+06
5.83130511e+02	8.01739788e+06	1.04541735e+06
5.95353313e+02	8.18889454e+06	1.01081132e+06
6.07832313e+02	8.36401894e+06	9.77313555e+05
6.20572881e+02	8.54284730e+06	9.44890635e+05
6.33580499e+02	8.72545744e+06	9.13508125e+05
6.46860766e+02	8.91192883e+06	8.83137308e+05
6.60419396e+02	9.10234258e+06	8.53741175e+05
6.74262224e+02	9.29678150e+06	8.25291436e+05
6.88395207e+02	9.49533015e+06	7.97758482e+05
7.02824426e+02	9.69807485e+06	7.71113614e+05
7.17556092e+02	9.90510372e+06	7.45326061e+05
7.32596543e+02	1.01165068e+07	7.20376013e+05
7.47952252e+02	1.03323758e+07	6.96232433e+05
7.63629826e+02	1.05528046e+07	6.72870416e+05
7.79636013e+02	1.07778889e+07	6.50265545e+05
7.95977700e+02	1.10077266e+07	6.28394073e+05
8.12661920e+02	1.12424173e+07	6.07232955e+05
8.29695852e+02	1.14820629e+07	5.86759843e+05
8.47086827e+02	1.17267675e+07	5.66953072e+05
8.64842328e+02	1.19766372e+07	5.47791639e+05
8.82969996e+02	1.22317806e+07	5.29255187e+05
9.01477631e+02	1.24923081e+07	5.11323984e+05
9.20373200e+02	1.27583330e+07	4.93978907e+05
9.39664831e+02	1.30299704e+07	4.77201420e+05
9.59360829e+02	1.33073383e+07	4.60973561e+05
9.79469667e+02	1.35905567e+07	4.45277920e+05
1.00000000e+03	1.38797486e+07	4.30097625e+05
1.02096066e+03	1.41750393e+07	4.15416325e+05
1.04236067e+03	1.44765566e+07	4.01218174e+05
1.06420924e+03	1.47844312e+07	3.87487816e+05
1.08651577e+03	1.50987965e+07	3.74210369e+05
1.10928986e+03	1.54197887e+07	3.61371606e+05
1.13254132e+03	1.57475467e+07	3.48957162e+05
1.15628013e+03	1.60822125e+07	3.36953693e+05
1.18051653e+03	1.64239310e+07	3.25348075e+05
1.20526094e+03	1.67728500e+07	3.14127593e+05
1.23052400e+03	1.71291206e+07	3.03279926e+05
1.25631660e+03	1.74928970e+07	2.92793135e+05
1.28264983e+03	1.78643366e+07	2.82655653e+05
1.30953502e+03	1.82436000e+07	2.72856270e+05
1.33698374e+03	1.86308514e+07	2.63384127e+05
1.36500781e+03	1.90262583e+07	2.54228702e+05
1.39361927e+03	1.94299915e+07	2.45379800e+05
1.42283046e+03	1.98422258e+07	2.36827545e+05
1.45265393e+03	2.02631393e+07	2.28562366e+05
1.48310251e+03	2.06929140e+07	2.20574993e+05
1.51418933e+03	2.11317358e+07	2.12856438e+05
1.54592774e+03	2.15797942e+07	2.05398014e+05
1.57833141e+03	2.20372828e+07	1.98191285e+05
1.61141428e+03	2.25043995e+07	1.91228087e+05
1.64519059e+03	2.29813459e+07	1.84500509e+05
1.67967487e+03	2.34683283e+07	1.78000890e+05
1.71488197e+03	2.39655568e+07	1.71721807e+05
1.75082703e+03	2.44732463e+07	1.65656074e+05
1.78752553e+03	2.49916161e+07	1.59796725e+05
1.82499324e+03	2.55208899e+07	1.54137018e+05
1.86324631e+03	2.60612964e+07	1.48670420e+05
1.90230119e+03	2.66130689e+07	1.43390605e+05
1.94217468e+03	2.71764456e+07	1.38291445e+05
1.98288395e+03	2.77516696e+07	1.33367008e+05
2.02444651e+03	2.83389893e+07	1.28611546e+05
2.06688025e+03	2.89386582e+07	1.24019495e+05
2.11020343e+03	2.95509350e+07	1.19585466e+05
2.15443469e+03	3.01760839e+07	1.15304240e+05
2.19959307e+03	3.08143748e+07	1.11170766e+05
2.24569800e+03	3.14660830e+07	1.07180150e+05
2.29276931e+03	3.21314897e+07	1.03327655e+05
2.34082728e+03	3.28108818e+07	9.96086945e+04
2.38989257e+03	3.35045526e+07	9.60188286e+04
2.43998630e+03	3.42128011e+07	9.25537580e+04
2.49113003e+03	3.49359328e+07	8.92093207e+04
2.54334576e+03	3.56742597e+07	8.59814878e+04
2.59665597e+03	3.64281000e+07	8.28663593e+04
2.65108360e+03	3.71977789e+07	7.98601598e+04
2.70665207e+03	3.79836281e+07	7.69592352e+04
2.76338529e+03	3.87859866e+07	7.41600486e+04
2.82130768e+03	3.96052003e+07	7.14591766e+04
2.88044415e+03	4.04416222e+07	6.88533061e+04
2.94082017e+03	4.12956130e+07	6.63392307e+04
3.00246171e+03	4.21675408e+07	6.39138476e+04
3.06539530e+03	4.30577814e+07	6.15741539e+04
3.12964801e+03	4.39667184e+07	5.93172443e+04
3.19524751e+03	4.48947436e+07	5.71403071e+04
3.26222201e+03	4.58422569e+07	5.50406229e+04
3.33060034e+03	4.68096667e+07	5.30155586e+04
3.40041193e+03	4.77973898e+07	5.10625686e+04
3.47168682e+03	4.88058519e+07	4.91791896e+04
3.54445567e+03	4.98354873e+07	4.73630388e+04
3.61874981e+03	5.08867397e+07	4.56118111e+04
3.69460121e+03	5.19600622e+07	4.39232771e+04
3.77204249e+03	5.30559169e+07	4.22952802e+04
3.85110700e+03	5.41747761e+07	4.07257348e+04
3.93182876e+03	5.53171217e+07	3.92126238e+04
4.01424249e+03	5.64834458e+07	3.77539967e+04
4.09838367e+03	5.76742508e+07	3.63479671e+04
4.18428851e+03	5.88900496e+07	3.49927111e+04
4.27199397e+03	6.01313658e+07	3.36864651e+04
4.36153779e+03	6.13987340e+07	3.24275240e+04
4.45295851e+03	6.26927003e+07	3.12142394e+04
4.54629547e+03	6.40138216e+07	3.00450177e+04
4.64158883e+03	6.53626672e+07	2.89183182e+04
4.73887961e+03	6.67398177e+07	2.78326520e+04
4.83820966e+03	6.81458663e+07	2.67865796e+04
4.93962174e+03	6.95814184e+07	2.57787101e+04
5.04315949e+03	7.10470922e+07	2.48076990e+04
5.14886745e+03	7.25435189e+07	2.38722471e+04
5.25679112e+03	7.40713426e+07	2.29710989e+04
5.36697695e+03	7.56312213e+07	2.21030317e+04
5.47947234e+03	7.72238267e+07	2.12668914e+04
5.59432571e+03	7.88498444e+07	2.04615369e+04
5.71158648e+03	8.05099744e+07	1.96858742e+04
5.83130511e+03	8.22049316e+07	1.89388466e+04
5.95353313e+03	8.39354457e+07	1.82194331e+04
6.07832313e+03	8.57022617e+07	1.75266476e+04
6.20572881e+03	8.75061401e+07	1.68595378e+04
6.33580499e+03	8.93478577e+07	1.62171839e+04
6.46860766e+03	9.12282073e+07	1.55986976e+04
6.60419396e+03	9.31479982e+07	1.50032211e+04
6.74262224e+03	9.51080571e+07	1.44299264e+04
6.88395207e+03	9.71092275e+07	1.38780137e+04
7.02824426e+03	9.91523710e+07	1.33467110e+04
7.17556092e+03	1.01238367e+08	1.28352729e+04
7.32596543e+03	1.03368114e+08	1.23429801e+04
7.47952252e+03	1.05542527e+08	1.18691381e+04
7.63629826e+03	1.07762544e+08	1.14130765e+04
7.79636013e+03	1.10029120e+08	1.09741484e+04
7.95977700e+03	1.12343230e+08	1.05517294e+04
8.12661920e+03	1.14705871e+08	1.01452171e+04
8.29695852e+03	1.17118059e+08	9.75403013e+03
8.47086827e+03	1.19580833e+08	9.37760747e+03
8.64842328e+03	1.22095253e+08	9.01540793e+03
8.82969996e+03	1.24662400e+08	8.66690938e+03
9.01477631e+03	1.27283380e+08	8.33160813e+03
9.20373200e+03	1.29959321e+08	8.00901828e+03
9.39664831e+03	1.32691375e+08	7.69867188e+03
9.59360829e+03	1.35480718e+08	7.40011564e+03
9.79469667e+03	1.38328549e+08	7.11291420e+03
1.00000000e+04	1.41236096e+08	6.93082245e+03
