# redshift	D_L [Mpc]	Age [yr]
1.94217468e-04	8.59663700e-01	1.37948129e+10
1.98288395e-04	8.77685564e-01	1.37947541e+10
2.02444651e-04	8.96085295e-01	1.37946941e+10
2.06688025e-04	9.14870818e-01	1.37946329e+10
2.11020343e-04	9.34050224e-01	1.37945704e+10
2.15443469e-04	9.53631775e-01	1.37945066e+10
2.19959307e-04	9.73623905e-01	1.37944414e+10
2.24569800e-04	9.94035227e-01	1.37943749e+10
2.29276931e-04	1.01487453e+00	1.37943070e+10
2.34082728e-04	1.03615080e+00	1.37942376e+10
2.38989257e-04	1.05787319e+00	1.37941668e+10
2.43998630e-04	1.08005107e+00	1.37940945e+10
2.49113003e-04	1.10269399e+00	1.37940207e+10
2.54334576e-04	1.12581170e+00	1.37939454e+10
2.59665597e-04	1.14941416e+00	1.37938685e+10
2.65108360e-04	1.17351155e+00	1.37937899e+10
2.70665207e-04	1.19811424e+00	1.37937098e+10
2.76338529e-04	1.22323284e+00	1.37936279e+10
2.82130768e-04	1.24887816e+00	1.37935443e+10
2.88044415e-04	1.27506127e+00	1.37934590e+10
2.94082017e-04	1.30179343e+00	1.37933719e+10
3.00246171e-04	1.32908617e+00	1.37932829e+10
3.06539530e-04	1.35695126e+00	1.37931921e+10
3.12964801e-04	1.38540069e+00	1.37930994e+10
3.19524751e-04	1.41444673e+00	1.37930048e+10
3.26222201e-04	1.44410190e+00	1.37929082e+10
3.33060034e-04	1.47437897e+00	1.37928095e+10
3.40041193e-04	1.50529100e+00	1.37927088e+10
3.47168682e-04	1.53685131e+00	1.37926060e+10
3.54445567e-04	1.56907350e+00	1.37925010e+10
3.61874981e-04	1.60197145e+00	1.37923938e+10
3.69460121e-04	1.63555936e+00	1.37922844e+10
3.77204249e-04	1.66985170e+00	1.37921726e+10
3.85110700e-04	1.70486325e+00	1.37920586e+10
3.93182876e-04	1.74060910e+00	1.37919421e+10
4.01424249e-04	1.77710466e+00	1.37918232e+10
4.09838367e-04	1.81436567e+00	1.37917019e+10
4.18428851e-04	1.85240820e+00	1.37915779e+10
4.27199397e-04	1.89124863e+00	1.37914514e+10
4.36153779e-04	1.93090373e+00	1.37913222e+10
4.45295851e-04	1.97139059e+00	1.37911904e+10
4.54629547e-04	2.01272666e+00	1.37910557e+10
4.64158883e-04	2.05492978e+00	1.37909183e+10
4.73887961e-04	2.09801814e+00	1.37907779e+10
4.83820966e-04	2.14201032e+00	1.37906347e+10
4.93962174e-04	2.18692530e+00	1.37904884e+10
5.04315949e-04	2.23278245e+00	1.37903390e+10
5.14886745e-04	2.27960155e+00	1.37901866e+10
5.25679112e-04	2.32740279e+00	1.37900309e+10
5.36697695e-04	2.37620679e+00	1.37898720e+10
5.47947234e-04	2.42603461e+00	1.37897097e+10
5.59432571e-04	2.47690774e+00	1.37895441e+10
5.71158648e-04	2.52884813e+00	1.37893750e+10
5.83130511e-04	2.58187819e+00	1.37892023e+10
5.95353313e-04	2.63602079e+00	1.37890260e+10
6.07832313e-04	2.69129931e+00	1.37888460e+10
6.20572881e-04	2.74773760e+00	1.37886623e+10
6.33580499e-04	2.80536000e+00	1.37884747e+10
6.46860766e-04	2.86419140e+00	1.37882832e+10
6.60419396e-04	2.92425718e+00	1.37880877e+10
6.74262224e-04	2.98558327e+00	1.37878881e+10
6.88395207e-04	3.04819613e+00	1.37876843e+10
7.02824426e-04	3.11212280e+00	1.37874762e+10
7.17556092e-04	3.17739088e+00	1.37872638e+10
7.32596543e-04	3.24402854e+00	1.37870469e+10
7.47952252e-04	3.31206455e+00	1.37868255e+10
7.63629826e-04	3.38152830e+00	1.37865994e+10
7.79636013e-04	3.45244978e+00	1.37863687e+10
7.95977700e-04	3.52485961e+00	1.37861331e+10
8.12661920e-04	3.59878908e+00	1.37858925e+10
8.29695852e-04	3.67427010e+00	1.37856469e+10
8.47086827e-04	3.75133529e+00	1.37853962e+10
8.64842328e-04	3.83001794e+00	1.37851402e+10
8.82969996e-04	3.91035204e+00	1.37848789e+10
9.01477631e-04	3.99237230e+00	1.37846121e+10
9.20373200e-04	4.07611415e+00	1.37843397e+10
9.39664831e-04	4.16161380e+00	1.37840616e+10
9.59360829e-04	4.24890818e+00	1.37837777e+10
9.79469667e-04	4.33803503e+00	1.37834879e+10
1.00000000e-03	4.42903286e+00	1.37831920e+10
1.02096066e-03	4.52194103e+00	1.37828899e+10
1.04236067e-03	4.61679970e+00	1.37825814e+10
1.06420924e-03	4.71364987e+00	1.37822665e+10
1.08651577e-03	4.81253343e+00	1.37819451e+10
1.10928986e-03	4.91349314e+00	1.37816169e+10
1.13254132e-03	5.01657267e+00	1.37812818e+10
1.15628013e-03	5.12181660e+00	1.37809397e+10
1.18051653e-03	5.22927047e+00	1.37805905e+10
1.20526094e-03	5.33898075e+00	1.37802339e+10
1.23052400e-03	5.45099492e+00	1.37798699e+10
1.25631660e-03	5.56536145e+00	1.37794983e+10
1.28264983e-03	5.68212985e+00	1.37791189e+10
1.30953502e-03	5.80135064e+00	1.37787315e+10
1.33698374e-03	5.92307545e+00	1.37783361e+10
1.36500781e-03	6.04735696e+00	1.37779324e+10
1.39361927e-03	6.17424900e+00	1.37775202e+10
1.42283046e-03	6.30380651e+00	1.37770994e+10
1.45265393e-03	6.43608562e+00	1.37766699e+10
1.48310251e-03	6.57114361e+00	1.37762313e+10
1.51418933e-03	6.70903899e+00	1.37757835e+10
1.54592774e-03	6.84983153e+00	1.37753264e+10
1.57833141e-03	6.99358222e+00	1.37748598e+10
1.61141428e-03	7.14035338e+00	1.37743834e+10
1.64519059e-03	7.29020862e+00	1.37738970e+10
1.67967487e-03	7.44321292e+00	1.37734004e+10
1.71488197e-03	7.59943261e+00	1.37728935e+10
1.75082703e-03	7.75893545e+00	1.37723759e+10
1.78752553e-03	7.92179063e+00	1.37718476e+10
1.82499324e-03	8.08806878e+00	1.37713082e+10
1.86324631e-03	8.25784207e+00	1.37707575e+10
1.90230119e-03	8.43118416e+00	1.37701953e+10
1.94217468e-03	8.60817029e+00	1.37696214e+10
1.98288395e-03	8.78887730e+00	1.37690355e+10
2.02444651e-03	8.97338364e+00	1.37684373e+10
2.06688025e-03	9.16176946e+00	1.37678266e+10
2.11020343e-03	9.35411657e+00	1.37672032e+10
2.15443469e-03	9.55050854e+00	1.37665667e+10
2.19959307e-03	9.75103070e+00	1.37659169e+10
2.24569800e-03	9.95577022e+00	1.37652536e+10
2.29276931e-03	1.01648161e+01	1.37645764e+10
2.34082728e-03	1.03782592e+01	1.37638850e+10
2.38989257e-03	1.05961924e+01	1.37631793e+10
2.43998630e-03	1.08187104e+01	1.37624587e+10
2.49113003e-03	1.10459102e+01	1.37617232e+10
2.54334576e-03	1.12778904e+01	1.37609722e+10
2.59665597e-03	1.15147523e+01	1.37602056e+10
2.65108360e-03	1.17565988e+01	1.37594230e+10
2.70665207e-03	1.20035352e+01	1.37586240e+10
2.76338529e-03	1.22556692e+01	1.37578084e+10
2.82130768e-03	1.25131107e+01	1.37569757e+10
2.88044415e-03	1.27759717e+01	1.37561256e+10
2.94082017e-03	1.30443669e+01	1.37552579e+10
3.00246171e-03	1.33184134e+01	1.37543719e+10
3.06539530e-03	1.35982306e+01	1.37534676e+10
3.12964801e-03	1.38839407e+01	1.37525443e+10
3.19524751e-03	1.41756683e+01	1.37516018e+10
3.26222201e-03	1.44735408e+01	1.37506396e+10
3.33060034e-03	1.47776882e+01	1.37496573e+10
3.40041193e-03	1.50882435e+01	1.37486546e+10
3.47168682e-03	1.54053423e+01	1.37476309e+10
3.54445567e-03	1.57291232e+01	1.37465859e+10
3.61874981e-03	1.60597277e+01	1.37455191e+10
3.69460121e-03	1.63973005e+01	1.37444301e+10
3.77204249e-03	1.67419892e+01	1.37433183e+10
3.85110700e-03	1.70939448e+01	1.37421834e+10
3.93182876e-03	1.74533212e+01	1.37410249e+10
4.01424249e-03	1.78202760e+01	1.37398422e+10
4.09838367e-03	1.81949698e+01	1.37386348e+10
4.18428851e-03	1.85775668e+01	1.37374023e+10
4.27199397e-03	1.89682349e+01	1.37361441e+10
4.36153779e-03	1.93671453e+01	1.37348597e+10
4.45295851e-03	1.97744732e+01	1.37335486e+10
4.54629547e-03	2.01903972e+01	1.37322102e+10
4.64158883e-03	2.06151002e+01	1.37308439e+10
4.73887961e-03	2.10487685e+01	1.37294491e+10
4.83820966e-03	2.14915929e+01	1.37280254e+10
4.93962174e-03	2.19437681e+01	1.37265719e+10
5.04315949e-03	2.24054928e+01	1.37250883e+10
5.14886745e-03	2.28769705e+01	1.37235738e+10
5.25679112e-03	2.33584085e+01	1.37220278e+10
5.36697695e-03	2.38500191e+01	1.37204496e+10
5.47947234e-03	2.43520188e+01	1.37188386e+10
5.59432571e-03	2.48646290e+01	1.37171941e+10
5.71158648e-03	2.53880759e+01	1.37155155e+10
5.83130511e-03	2.59225904e+01	1.37138019e+10
5.95353313e-03	2.64684086e+01	1.37120527e+10
6.07832313e-03	2.70257716e+01	1.37102672e+10
6.20572881e-03	2.75949258e+01	1.37084446e+10
6.33580499e-03	2.81761230e+01	1.37065842e+10
6.46860766e-03	2.87696203e+01	1.37046851e+10
6.60419396e-03	2.93756806e+01	1.37027466e+10
6.74262224e-03	2.99945724e+01	1.37007679e+10
6.88395207e-03	3.06265700e+01	1.36987481e+10
7.02824426e-03	3.12719537e+01	1.36966863e+10
7.17556092e-03	3.19310100e+01	1.36945819e+10
7.32596543e-03	3.26040317e+01	1.36924337e+10
7.47952252e-03	3.32913178e+01	1.36902411e+10
7.63629826e-03	3.39931739e+01	1.36880030e+10
7.79636013e-03	3.47099123e+01	1.36857185e+10
7.95977700e-03	3.54418523e+01	1.36833866e+10
8.12661920e-03	3.61893200e+01	1.36810065e+10
8.29695852e-03	3.69526486e+01	1.36785771e+10
8.47086827e-03	3.77321788e+01	1.36760973e+10
8.64842328e-03	3.85282587e+01	1.36735663e+10
8.82969996e-03	3.93412440e+01	1.36709828e+10
9.01477631e-03	4.01714983e+01	1.36683460e+10
9.20373200e-03	4.10193933e+01	1.36656546e+10
9.39664831e-03	4.18853086e+01	1.36629075e+10
9.59360829e-03	4.27696326e+01	1.36601036e+10
9.79469667e-03	4.36727618e+01	1.36572419e+10
1.00000000e-02	4.45951019e+01	1.36543210e+10
1.02096066e-02	4.55370673e+01	1.36513397e+10
1.04236067e-02	4.64990817e+01	1.36482970e+10
1.06420924e-02	4.74815782e+01	1.36451914e+10
1.08651577e-02	4.84849995e+01	1.36420217e+10
1.10928986e-02	4.95097981e+01	1.36387867e+10
1.13254132e-02	5.05564366e+01	1.36354850e+10
1.15628013e-02	5.16253879e+01	1.36321152e+10
1.18051653e-02	5.27171355e+01	1.36286760e+10
1.20526094e-02	5.38321736e+01	1.36251660e+10
1.23052400e-02	5.49710076e+01	1.36215837e+10
1.25631660e-02	5.61341540e+01	1.36179276e+10
1.28264983e-02	5.73221411e+01	1.36141964e+10
1.30953502e-02	5.85355088e+01	1.36103884e+10
1.33698374e-02	5.97748093e+01	1.36065022e+10
1.36500781e-02	6.10406073e+01	1.36025360e+10
1.39361927e-02	6.23334800e+01	1.35984885e+10
1.42283046e-02	6.36540177e+01	1.35943578e+10
1.45265393e-02	6.50028241e+01	1.35901423e+10
1.48310251e-02	6.63805165e+01	1.35858404e+10
1.51418933e-02	6.77877261e+01	1.35814503e+10
1.54592774e-02	6.92250986e+01	1.35769702e+10
1.57833141e-02	7.06932941e+01	1.35723983e+10
1.61141428e-02	7.21929879e+01	1.35677329e+10
1.64519059e-02	7.37248706e+01	1.35629719e+10
1.67967487e-02	7.52896486e+01	1.35581136e+10
1.71488197e-02	7.68880444e+01	1.35531560e+10
1.75082703e-02	7.85207969e+01	1.35480971e+10
1.78752553e-02	8.01886622e+01	1.35429348e+10
1.82499324e-02	8.18924134e+01	1.35376672e+10
1.86324631e-02	8.36328417e+01	1.35322922e+10
1.90230119e-02	8.54107563e+01	1.35268075e+10
1.94217468e-02	8.72269850e+01	1.35212111e+10
1.98288395e-02	8.90823748e+01	1.35155008e+10
2.02444651e-02	9.09777924e+01	1.35096742e+10
2.06688025e-02	9.29141243e+01	1.35037292e+10
2.11020343e-02	9.48922779e+01	1.34976633e+10
2.15443469e-02	9.69131813e+01	1.34914742e+10
2.19959307e-02	9.89777846e+01	1.34851595e+10
2.24569800e-02	1.01087060e+02	1.34787167e+10
2.29276931e-02	1.03242001e+02	1.34721433e+10
2.34082728e-02	1.05443628e+02	1.34654368e+10
2.38989257e-02	1.07692981e+02	1.34585945e+10
2.43998630e-02	1.09991126e+02	1.34516138e+10
2.49113003e-02	1.12339157e+02	1.34444920e+10
2.54334576e-02	1.14738188e+02	1.34372264e+10
2.59665597e-02	1.17189365e+02	1.34298142e+10
2.65108360e-02	1.19693858e+02	1.34222526e+10
2.70665207e-02	1.22252865e+02	1.34145386e+10
2.76338529e-02	1.24867612e+02	1.34066693e+10
2.82130768e-02	1.27539357e+02	1.33986417e+10
2.88044415e-02	1.30269385e+02	1.33904529e+10
2.94082017e-02	1.33059013e+02	1.33820996e+10
3.00246171e-02	1.35909589e+02	1.33735788e+10
3.06539530e-02	1.38822493e+02	1.33648872e+10
3.12964801e-02	1.41799140e+02	1.33560216e+10
3.19524751e-02	1.44840977e+02	1.33469787e+10
3.26222201e-02	1.47949487e+02	1.33377551e+10
3.33060034e-02	1.51126188e+02	1.33283474e+10
3.40041193e-02	1.54372638e+02	1.33187521e+10
3.47168682e-02	1.57690427e+02	1.33089657e+10
3.54445567e-02	1.61081190e+02	1.32989846e+10
3.61874981e-02	1.64546596e+02	1.32888050e+10
3.69460121e-02	1.68088361e+02	1.32784234e+10
3.77204249e-02	1.71708237e+02	1.32678359e+10
3.85110700e-02	1.75408024e+02	1.32570387e+10
3.93182876e-02	1.79189562e+02	1.32460279e+10
4.01424249e-02	1.83054741e+02	1.32347996e+10
4.09838367e-02	1.87005493e+02	1.32233497e+10
4.18428851e-02	1.91043802e+02	1.32116741e+10
4.27199397e-02	1.95171699e+02	1.31997687e+10
4.36153779e-02	1.99391266e+02	1.31876293e+10
4.45295851e-02	2.03704637e+02	1.31752517e+10
4.54629547e-02	2.08113999e+02	1.31626314e+10
4.64158883e-02	2.12621595e+02	1.31497641e+10
4.73887961e-02	2.17229723e+02	1.31366453e+10
4.83820966e-02	2.21940740e+02	1.31232705e+10
4.93962174e-02	2.26757063e+02	1.31096350e+10
5.04315949e-02	2.31681167e+02	1.30957343e+10
5.14886745e-02	2.36715594e+02	1.30815636e+10
5.25679112e-02	2.41862948e+02	1.30671180e+10
5.36697695e-02	2.47125901e+02	1.30523928e+10
5.47947234e-02	2.52507191e+02	1.30373830e+10
5.59432571e-02	2.58009628e+02	1.30220837e+10
5.71158648e-02	2.63636094e+02	1.30064896e+10
5.83130511e-02	2.69389545e+02	1.29905958e+10
5.95353313e-02	2.75273013e+02	1.29743969e+10
6.07832313e-02	2.81289609e+02	1.29578879e+10
6.20572881e-02	2.87442524e+02	1.29410632e+10
6.33580499e-02	2.93735032e+02	1.29239176e+10
6.46860766e-02	3.00170493e+02	1.29064456e+10
6.60419396e-02	3.06752353e+02	1.28886416e+10
6.74262224e-02	3.13484151e+02	1.28705001e+10
6.88395207e-02	3.20369517e+02	1.28520154e+10
7.02824426e-02	3.27412177e+02	1.28331817e+10
7.17556092e-02	3.34615954e+02	1.28139934e+10
7.32596543e-02	3.41984774e+02	1.27944445e+10
7.47952252e-02	3.49522665e+02	1.27745292e+10
7.63629826e-02	3.57233765e+02	1.27542415e+10
7.79636013e-02	3.65122318e+02	1.27335753e+10
7.95977700e-02	3.73192685e+02	1.27125246e+10
8.12661920e-02	3.81449340e+02	1.26910832e+10
8.29695852e-02	3.89896881e+02	1.26692449e+10
8.47086827e-02	3.98540026e+02	1.26470036e+10
8.64842328e-02	4.07383622e+02	1.26243528e+10
8.82969996e-02	4.16432645e+02	1.26012862e+10
9.01477631e-02	4.25692208e+02	1.25777975e+10
9.20373200e-02	4.35167560e+02	1.25538801e+10
9.39664831e-02	4.44864093e+02	1.25295275e+10
9.59360829e-02	4.54787348e+02	1.25047333e+10
9.79469667e-02	4.64943014e+02	1.24794907e+10
1.00000000e-01	4.75336937e+02	1.24537933e+10
1.02096066e-01	4.85975124e+02	1.24276343e+10
1.04236067e-01	4.96863744e+02	1.24010070e+10
1.06420924e-01	5.08009137e+02	1.23739047e+10
1.08651577e-01	5.19417820e+02	1.23463206e+10
1.10928986e-01	5.31096485e+02	1.23182480e+10
1.13254132e-01	5.43052013e+02	1.22896801e+10
1.15628013e-01	5.55291474e+02	1.22606100e+10
1.18051653e-01	5.67822133e+02	1.22310308e+10
1.20526094e-01	5.80651459e+02	1.22009358e+10
1.23052400e-01	5.93787127e+02	1.21703181e+10
1.25631660e-01	6.07237027e+02	1.21391708e+10
1.28264983e-01	6.21009270e+02	1.21074871e+10
1.30953502e-01	6.35112192e+02	1.20752600e+10
1.33698374e-01	6.49554364e+02	1.20424829e+10
1.36500781e-01	6.64344596e+02	1.20091487e+10
1.39361927e-01	6.79491946e+02	1.19752508e+10
1.42283046e-01	6.95005728e+02	1.19407824e+10
1.45265393e-01	7.10895516e+02	1.19057367e+10
1.48310251e-01	7.27171154e+02	1.18701070e+10
1.51418933e-01	7.43842766e+02	1.18338866e+10
1.54592774e-01	7.60920761e+02	1.17970689e+10
1.57833141e-01	7.78415841e+02	1.17596474e+10
1.61141428e-01	7.96339012e+02	1.17216156e+10
1.64519059e-01	8.14701591e+02	1.16829670e+10
1.67967487e-01	8.33515217e+02	1.16436954e+10
1.71488197e-01	8.52791859e+02	1.16037943e+10
1.75082703e-01	8.72543824e+02	1.15632578e+10
1.78752553e-01	8.92783770e+02	1.15220797e+10
1.82499324e-01	9.13524716e+02	1.14802540e+10
1.86324631e-01	9.34780047e+02	1.14377750e+10
1.90230119e-01	9.56563532e+02	1.13946369e+10
1.94217468e-01	9.78889332e+02	1.13508341e+10
1.98288395e-01	1.00177201e+03	1.13063613e+10
2.02444651e-01	1.02522653e+03	1.12612130e+10
2.06688025e-01	1.04926832e+03	1.12153844e+10
2.11020343e-01	1.07391320e+03	1.11688702e+10
2.15443469e-01	1.09917746e+03	1.11216660e+10
2.19959307e-01	1.12507786e+03	1.10737670e+10
2.24569800e-01	1.15163164e+03	1.10251689e+10
2.29276931e-01	1.17885650e+03	1.09758676e+10
2.34082728e-01	1.20677067e+03	1.09258592e+10
2.38989257e-01	1.23539290e+03	1.08751400e+10
2.43998630e-01	1.26474244e+03	1.08237066e+10
2.49113003e-01	1.29483911e+03	1.07715558e+10
2.54334576e-01	1.32570329e+03	1.07186848e+10
2.59665597e-01	1.35735593e+03	1.06650909e+10
2.65108360e-01	1.38981857e+03	1.06107719e+10
2.70665207e-01	1.42311335e+03	1.05557257e+10
2.76338529e-01	1.45726306e+03	1.04999507e+10
2.82130768e-01	1.49229109e+03	1.04434455e+10
2.88044415e-01	1.52822152e+03	1.03862092e+10
2.94082017e-01	1.56507909e+03	1.03282411e+10
3.00246171e-01	1.60288922e+03	1.02695410e+10
3.06539530e-01	1.64167805e+03	1.02101090e+10
3.12964801e-01	1.68147246e+03	1.01499457e+10
3.19524751e-01	1.72230006e+03	1.00890519e+10
3.26222201e-01	1.76418921e+03	1.00274290e+10
3.33060034e-01	1.80716909e+03	9.96507892e+09
3.40041193e-01	1.85126964e+03	9.90200377e+09
3.47168682e-01	1.89652166e+03	9.83820631e+09
3.54445567e-01	1.94295678e+03	9.77368970e+09
3.61874981e-01	1.99060748e+03	9.70845762e+09
3.69460121e-01	2.03950714e+03	9.64251422e+09
3.77204249e-01	2.08969004e+03	9.57586416e+09
3.85110700e-01	2.14119139e+03	9.50851262e+09
3.93182876e-01	2.19404734e+03	9.44046531e+09
4.01424249e-01	2.24829501e+03	9.37172848e+09
4.09838367e-01	2.30397253e+03	9.30230893e+09
4.18428851e-01	2.36111903e+03	9.23221401e+09
4.27199397e-01	2.41977467e+03	9.16145163e+09
4.36153779e-01	2.47998070e+03	9.09003029e+09
